quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,15,0,0,1,10,SNP,AUG,SNP25,run,75,0,230 Pro Run 25 Shotgun,230,Pro,Shotgun,1-10poss,34 Eagle,Regular Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,2,5,1,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1Q,14,3,1,1,10,AUG,SNP,AUG34,run,13,0,104 Weak Run 21 Normal,104,Weak,Normal,1-10poss,43 Under,Dime Personnel,Tampa-2,No Blitz,None,Spy,Normal,CB Bradley Lane,S Arnold Reese,,None,None,False,2,1,4,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,66,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,37,1,1,10,AUG,SNP,AUG47,run,18,0,113 Strong Run 20 Normal,113,Strong,Normal,1-10earn,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,S Arnold Reese,,,None,None,False,2,0,5,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,53,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,54,1,1,10,AUG,SNP,SNP35,run,21,0,113t Weak Run 27 Normal,113t,Weak,Normal,1-10earn,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,ILB Amir Elliott,,,None,None,False,2,7,6,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,35,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,10,1,1,10,AUG,SNP,SNP14,pass,0,0,230 I Pass TBY 4W6 Normal,230,I,Normal,1-10earn,43 Under,Regular Personnel,Press-2,No Blitz,None,None,Normal,,,,None,None,False,,,7,4W6,TBY,4,W,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,14,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1Q,12,2,1,2,10,AUG,SNP,SNP14,pass,14,0,104 Strong Pass ZXRS 0889 Normal,104,Strong,Normal,1or2-10-12,43 Under,Dime Personnel,Cover-2,Blitz 1,None,None,Normal,,,LCB B.Lane,None,None,False,,,8,0889,ZXRS,0,8,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,14,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1Q,11,52,2,1,10,SNP,AUG,SNP25,run,3,0,122 I Run 26 Normal,122,I,Normal,1-10poss,34 Eagle,Regular Personnel,Cover-2,No Blitz,None,None,Normal,CB Byron Euhus,,,None,None,False,2,6,11,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,17,2,2,7,SNP,AUG,SNP28,run,2,0,122 I Run 26 Normal,122,I,Normal,1or2-6-9,34 Eagle,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,S Jesse Reid,DE Dakota Weikel,,None,None,False,2,6,12,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,72,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,47,2,3,5,SNP,AUG,SNP30,pass,0,0,113 Strong Pass XZR 090 Normal,113,Strong,Normal,3or4-4-5,34 Eagle,Nickel Personnel,Cover-2,Blitz 2,None,None,3long,,,"['WLB C.Wickes', 'RCB R.Carter']",None,None,False,,,13,090,XZR,0,9,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,70,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,10,29,3,1,10,AUG,SNP,AUG13,run,3,0,113t I Run 20 Normal,113t,I,Normal,1-10poss,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DT Chris Summers,,,None,None,False,2,0,15,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,87,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,9,48,3,2,7,AUG,SNP,AUG16,run,-1,0,113t I Run 26 Normal,113t,I,Normal,1or2-6-9,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,ILB Amir Elliott,,,None,None,False,2,6,16,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,84,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1Q,9,8,3,3,8,AUG,SNP,AUG15,pass,-7,0,122 Strong Pass ZYX 58F Normal,122,Strong,Normal,3or4-8-9,43 Under,Regular Personnel,Cover-2,Blitz 1,None,None,3long,Roberto Joyner,,SLB B.Dancy,None,None,False,,,17,58F,ZYX,5,8,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,85,NORMAL,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1Q,8,57,3,1,10,SNP,AUG,AUG26,run,13,0,113 Pro Run 27 Normal,113,Pro,Normal,1-10poss,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,OLB Irving Bernard,,, S Connor Kinney,Unnecessary Roughness,False,2,7,18,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,26,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,8,49,3,1,7,SNP,AUG,AUG07,pass,-1,0,221 Weak Pass YZTAB 3S202 Normal,221,Weak,Normal,1or2-6-9,34 Eagle,Regular Personnel,Cover-2,Blitz 1,Double,None,Normal,ILB Winfred Wilkerson,,WLB C.Wickes,None,None,False,,,19,3S202,YZTAB,3,S,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,7,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1Q,8,25,3,2,8,SNP,AUG,AUG08,run,-2,0,212 I Run 26 Normal,212,I,Normal,1or2-6-9,34 Eagle,Regular Personnel,Man to Man,No Blitz,None,None,Normal,OLB Conrad Wickes,ILB Winfred Wilkerson,,None,None,False,2,6,20,,,,,0,2108,Week 4,Snapfinger,GA,67,1 ,fair,8,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
