quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,25,0,1,10,MAA,FTW,MAA44,pass,35,11,113t I Pass XRYZA 7504S Normal,113t,I,Normal,1-10poss,43 Under,Nickel Personnel,Tampa-2,No Blitz,Double,None,Normal,S Caiden Breeden,,,None,None,False,,,1,7504S,XRYZA,7,5,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,56,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1Q,13,39,0,1,10,MAA,FTW,FTW21,pass,0,0,221 Pro Pass YZTAB 560F1 Shotgun,221,Pro,Shotgun,1-10earn,43 Under,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,,,,None,None,False,,,2,560F1,YZTAB,5,6,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,21,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,13,33,0,2,10,MAA,FTW,FTW21,pass,21,0,113t Strong Pass XYZAR 30FF1 Normal,113t,Strong,Normal,1or2-10-12,43 Under,Nickel Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,,,,None,None,False,,,3,30FF1,XYZAR,3,0,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,21,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1Q,13,22,1,1,10,FTW,MAA,FTW25,run,8,0,122 I Run 22 Normal,122,I,Normal,1-10poss,43 Under,Regular Personnel,Press-2,No Blitz,None,Spy,Normal,S Cesar Welch,S Dan Peterson,,None,None,False,2,2,6,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,53,1,2,2,FTW,MAA,FTW33,run,3,0,122 Weak Run 27 Normal,122,Weak,Normal,1or2-1-2,43 Under,Regular Personnel,Press-2,No Blitz,None,Spy,Normal,S Cesar Welch,DE Ernest Frias,,None,None,False,2,7,7,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,67,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,29,1,1,10,FTW,MAA,FTW36,pass,9,0,122 Weak Pass YXZAT 161FW Normal,122,Weak,Normal,1-10earn,43 Under,Regular Personnel,Press-2,No Blitz,None,None,Normal,CB Marquis Wolf,,,None,None,False,,,8,161FW,YXZAT,1,6,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,64,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,11,51,1,2,1,FTW,MAA,FTW45,run,8,0,113t I Run 24 Normal,113t,I,Normal,1or2-1-2,43 Under,Nickel Personnel,Press-2,No Blitz,None,Spy,Normal,ILB Jorge Mayes,CB Byron Sokol,,None,None,False,2,4,9,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,55,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,11,1,1,10,FTW,MAA,MAA47,pass,47,0,212 I Pass YZXAB 33S2S Normal,212,I,Normal,1-10earn,43 Under,Regular Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,,,10,33S2S,YZXAB,3,3,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,47,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1Q,10,54,2,1,10,MAA,FTW,MAA25,pass,8,0,122 I Pass XYZAT 7F2F1 Normal,122,I,Normal,1-10poss,43 Under,Regular Personnel,Press-2,No Blitz,None,None,Normal,OLB Dez Bernard,,,None,None,False,,,13,7F2F1,XYZAT,7,F,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1Q,10,11,2,2,2,MAA,FTW,MAA33,run,5,0,221 I Run 22 Normal,221,I,Normal,1or2-1-2,43 Under,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,S Caiden Breeden,ILB Mo Rittenbaum,,None,None,False,2,2,14,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,67,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,9,48,2,1,10,MAA,FTW,MAA38,scramble,9,0,113t Weak Pass RAXZ 12S2 Normal,113t,Weak,Normal,1-10earn,43 Under,Nickel Personnel,Cover-1,Blitz 2,None,None,Normal,CB Alvin Dang,,"['MLB M.Rittenbaum', 'WLB D.Bernard']",None,None,False,,,15,12S2,RAXZ,1,2,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,62,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1Q,9,4,2,2,1,MAA,FTW,MAA47,run,4,0,113t Weak Run 27 Normal,113t,Weak,Normal,1or2-1-2,43 Under,Nickel Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,S Elias Walton,DT Cedric Cole,,None,None,False,2,7,16,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,53,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,8,33,2,1,10,MAA,FTW,FTW49,pass,5,0,212 Strong Pass YXZAB 236SF Normal,212,Strong,Normal,1-10earn,43 Under,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,S Elias Walton,,,None,None,False,,,17,236SF,YXZAB,2,3,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,49,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,7,54,2,2,5,MAA,FTW,FTW44,run,6,0,113 Strong Run 25 Pistol,113,Strong,Pistol,1or2-3-5,43 Under,Nickel Personnel,Cover-1,No Blitz,None,None,Normal,S Elias Walton,DE Deon Meucci,,None,None,False,2,5,18,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,44,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,7,27,2,1,10,MAA,FTW,FTW38,pass,0,0,113t Strong Pass ZYXAR 823S8 Normal,113t,Strong,Normal,1-10earn,43 Under,Nickel Personnel,Tampa-2,No Blitz,Double,None,Normal,,,,None,None,False,,,19,823S8,ZYXAR,8,2,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,38,NORMAL,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1Q,7,17,2,2,10,MAA,FTW,FTW38,pass,0,0,113t I Pass ZRXY 3095 Normal,113t,I,Normal,1or2-10-12,43 Under,Nickel Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,,,,None,None,False,,,20,3095,ZRXY,3,0,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,38,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1Q,7,10,2,3,10,MAA,FTW,FTW38,pass,-7,0,221 Strong Pass ZTYAB 4420F Normal,221,Strong,Normal,3or4-10-12,43 Under,Regular Personnel,Cover-2,Blitz 1,None,None,3long,,,MLB E.Lake,None,None,False,,,21,4420F,ZTYAB,4,4,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,38,NORMAL,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1Q,6,31,3,1,10,FTW,MAA,FTW20,run,2,0,122 Pro Run 25 Normal,122,Pro,Normal,1-10poss,43 Under,Regular Personnel,Press-2,No Blitz,None,Spy,Normal,S Dan Peterson,DT Francisco Blades,,None,None,False,2,5,23,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,5,52,3,2,8,FTW,MAA,FTW22,pass,15,0,113 Strong Pass ZRXA 410W Normal,113,Strong,Normal,1or2-6-9,43 Under,Nickel Personnel,Press-2,No Blitz,None,None,Normal,CB Adrian Kornegay,,,None,None,False,,,24,410W,ZRXA,4,1,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,78,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,5,16,3,1,10,FTW,MAA,FTW37,run,4,0,122 I Run 26 Normal,122,I,Normal,1-10earn,43 Under,Regular Personnel,Press-2,No Blitz,None,Spy,Normal,DT Francisco Blades,,,None,None,False,2,6,25,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,4,53,3,2,6,FTW,MAA,FTW41,run,0,0,122 Strong Run 20 Normal,122,Strong,Normal,1or2-6-9,43 Under,Regular Personnel,Press-2,No Blitz,None,Spy,Normal,DE Lonnie Wynn,DT Francisco Blades,,None,None,False,2,0,26,,,,,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,59,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,4,16,3,3,6,FTW,MAA,FTW41,pass,20,12,113t Strong Pass RXYZA 15S0F Pistol,113t,Strong,Pistol,3or4-6-7,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,3long,ILB Jorge Mayes,,,None,None,False,,,27,15S0F,RXYZA,1,5,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,59,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,3,47,3,1,10,FTW,MAA,MAA39,pass,21,2,104 Weak Pass RSXZ 83SW Normal,104,Weak,Normal,1-10earn,43 Under,Dime Personnel,Press-2,No Blitz,None,None,Normal,CB Zachary Blair,,,None,None,False,,,28,83SW,RSXZ,8,3,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,39,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,3,11,3,1,10,FTW,MAA,MAA18,pass,0,0,122 Strong Pass YZXT 3534 Normal,122,Strong,Normal,1-10earn,43 Under,Regular Personnel,Press-2,No Blitz,None,None,Normal,,,,None,None,False,,,29,3534,YZXT,3,5,0,2118,Week 7,Fort Wayne,TX,70,calm,fair,18,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
