quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,15,0,0,1,10,TEX,SNP,TEX25,run,23,0,113 Strong Run 26 Shotgun,113,Strong,Shotgun,1-10poss,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,S Stanley Pearson,,,None,None,False,2,6,1,,,,,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,14,19,0,1,10,TEX,SNP,TEX48,run,4,0,113 Strong Run 25 Shotgun,113,Strong,Shotgun,1-10earn,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,CB Bradley Lane,ILB Zachery An,,None,None,False,2,5,2,,,,,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,52,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,36,0,2,6,TEX,SNP,SNP48,pass,0,0,221 Pro Pass YZTAB 1532S Pistol,221,Pro,Pistol,1or2-6-9,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,Normal,,,,None,None,False,,,3,1532S,YZTAB,1,5,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,48,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1Q,13,29,0,3,6,TEX,SNP,SNP48,pass,-9,0,122 Weak Pass ZAXYT 2S490 Normal,122,Weak,Normal,3or4-6-7,43 Under,Regular Personnel,Press-2,No Blitz,Double,None,3long,,,,None,None,False,,,4,2S490,ZAXYT,2,S,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,48,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,52,1,1,10,SNP,TEX,SNP22,pass,21,11,005 Empty Pass RXVZS 11558 Normal,005,Empty,Normal,1-10poss,43 Under,Dime Personnel,Cover-4,No Blitz,None,None,Normal,S Burt Jarvis,CB Barry Benson,,None,None,False,,,6,11558,RXVZS,1,1,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,78,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,5,1,1,10,SNP,TEX,SNP43,pass,0,0,122 Weak Pass TXYZ 6202 Shotgun,122,Weak,Shotgun,1-10earn,43 Under,Regular Personnel,Cover-4,No Blitz,None,None,Normal,,,,None,None,False,,,7,6202,TXYZ,6,2,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,57,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1Q,11,59,1,2,10,SNP,TEX,SNP43,pass,-6,0,113t Weak Pass XZYAR 231S2 Pistol,113t,Weak,Pistol,1or2-10-12,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,,,8,231S2,XZYAR,2,3,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,57,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,15,1,3,16,SNP,TEX,SNP37,pass,10,0,113t Weak Pass ZRXYA 81222 Normal,113t,Weak,Normal,3or4-13-16,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,3long,S Myron Huffman,ILB Edwin Erickson,,None,None,False,,,9,81222,ZRXYA,8,1,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,63,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,28,2,1,10,TEX,SNP,TEX20,run,18,0,113 Strong Run 20 Shotgun,113,Strong,Shotgun,1-10poss,43 Under,Nickel Personnel,Press-2,No Blitz,None,None,Normal,CB Bradley Lane,,,None,None,False,2,0,11,,,,,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,80,NORMAL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,9,44,2,1,10,TEX,SNP,TEX38,pass,0,0,230 Pro Pass UATYB 1248S Pistol,230,Pro,Pistol,1-10earn,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,Normal,,,,None,None,False,,,12,1248S,UATYB,1,2,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,62,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,9,39,2,2,10,TEX,SNP,TEX38,pass,5,4,212 Pro Pass ABXYZ SW964 Shotgun,212,Pro,Shotgun,1or2-10-12,43 Under,Regular Personnel,"Cover-1, Buzz",No Blitz,Double,None,Normal,OLB Cesar Cannida,,, T Irving Manns,Offensive Holding,False,,,13,SW964,ABXYZ,S,W,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,62,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,9,33,2,2,20,TEX,SNP,TEX28,run,7,0,113 Weak Run 26 Shotgun,113,Weak,Shotgun,1or2-13+,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DT Barry Aponte,,,None,None,False,2,6,14,,,,,0,2109,Week 16,Snapfinger,GA,64,12 ,rain,72,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
