quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,41,0,1,10,ARI,NPL,ARI20,pass,0,0,122 Weak Pass ZXA S94 Normal,122,Weak,Normal,1-10poss,34 Eagle,Regular Personnel,Man to Man,No Blitz,None,None,Normal,,,,None,None,False,,,1,S94,ZXA,S,9,0,2109,Week 2,Arizona,AZ,90,calm,fair,80,NORMAL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1Q,14,36,0,2,10,ARI,NPL,ARI20,scramble,9,0,113 Weak Pass RZX 690 Pistol,113,Weak,Pistol,1or2-10-12,34 Eagle,Nickel Personnel,Press-1,Blitz 2,None,None,Normal,CB Ben Taute,,"['SLB N.Richard', 'SILB B.Shoals']",None,None,False,,,2,690,RZX,6,9,0,2109,Week 2,Arizona,AZ,90,calm,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,14,10,0,3,1,ARI,NPL,ARI29,run,8,0,113 Strong Run 26 Normal,113,Strong,Normal,3or4-1,34 Eagle,Nickel Personnel,Man to Man,No Blitz,None,None,3short,S DeAndre Hanks,ILB Nicholas Richard,,None,None,False,2,6,3,,,,,0,2109,Week 2,Arizona,AZ,90,calm,fair,71,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,26,0,1,10,ARI,NPL,ARI37,scramble,1,0,122 Strong Pass YXZ 38W Normal,122,Strong,Normal,1-10earn,34 Eagle,Regular Personnel,Man to Man,No Blitz,None,None,Normal,S DeAndre Hanks,ILB Nicholas Richard,,None,None,False,,,4,38W,YXZ,3,8,0,2109,Week 2,Arizona,AZ,90,calm,fair,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,41,0,2,9,ARI,NPL,ARI38,run,1,0,113 Pro Run 22 Normal,113,Pro,Normal,1or2-6-9,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,DT Shaun Hunziker,,,None,None,False,2,2,5,,,,,0,2109,Week 2,Arizona,AZ,90,calm,fair,62,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,16,0,3,8,ARI,NPL,ARI39,pass,20,12,212 Pro Pass ZXYA 137S Shotgun,212,Pro,Shotgun,3or4-8-9,34 Eagle,Regular Personnel,Cover-2,Blitz 2,None,None,3long,S DeAndre Hanks,OLB Spencer McConnell,"['SILB B.Shoals', 'WLB T.Halverson']",None,None,False,,,6,137S,ZXYA,1,3,0,2109,Week 2,Arizona,AZ,90,calm,fair,61,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,11,40,0,1,10,ARI,NPL,NPL41,pass,4,0,113 Weak Pass ZRXA 2262 Normal,113,Weak,Normal,1-10earn,34 Eagle,Nickel Personnel,Press-1,Blitz 2,None,None,Normal,ILB Bubba Shoals,,"['SLB N.Richard', 'WLB S.McConnell']",None,None,False,,,7,2262,ZRXA,2,2,0,2109,Week 2,Arizona,AZ,90,calm,fair,41,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,54,0,2,6,ARI,NPL,NPL37,run,2,0,113 Pro Run 25 Normal,113,Pro,Normal,1or2-6-9,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,DT Shaun Hunziker,DE Harvey Jefferson,,None,None,False,2,5,8,,,,,0,2109,Week 2,Arizona,AZ,90,calm,fair,37,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,21,0,3,4,ARI,NPL,NPL35,pass,22,0,122 I Pass ZXY 582 Normal,122,I,Normal,3or4-4-5,34 Eagle,Regular Personnel,Man to Man,Blitz 2,None,None,3long,OLB Spencer McConnell,S Asher Keith,"['SLB N.Richard', 'SILB B.Shoals']",None,None,False,,,9,582,ZXY,5,8,0,2109,Week 2,Arizona,AZ,90,calm,fair,35,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,9,41,0,1,10,ARI,NPL,NPL13,reverse,2,0,014 Pistol Rev. rev0 Normal,014,Pistol,Normal,1-10earn,34 Eagle,Dime Personnel,Man to Man,No Blitz,None,None,Normal,CB Travis Halverson,,,None,None,False,rev,0,10,,,,,0,2109,Week 2,Arizona,AZ,90,calm,fair,13,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
