quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,20,0,1,10,OBX,MOO,OBX12,run,-2,0,113 Strong Run 21 Shotgun,113,Strong,Shotgun,1-10poss,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DE Eugene Sliva,DT Terrence Gallimore,,None,None,False,2,1,1,,,,,0,2109,Week 7,Moontown,VA,54,7 ,rain,88,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1Q,13,48,0,2,12,OBX,MOO,OBX10,run,5,0,113t Weak Run 27 Shotgun,113t,Weak,Shotgun,1or2-10-12,43 Over,Nickel Personnel,Tampa-2,No Blitz,None,Spy,Normal,S Donald Cole,DT Terrence Gallimore,,None,None,False,2,7,2,,,,,0,2109,Week 7,Moontown,VA,54,7 ,rain,90,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,16,0,3,7,OBX,MOO,OBX15,pass,-4,0,122 Weak Pass TYXZA 1469S Pistol,122,Weak,Pistol,3or4-6-7,43 Over,Regular Personnel,Tampa-2,Blitz 1,None,None,3long,,,SLB F.Harding,None,None,False,,,3,1469S,TYXZA,1,4,0,2109,Week 7,Moontown,VA,54,7 ,rain,85,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,31,1,1,10,MOO,OBX,OBX45,run,5,0,122 Pro Run 23 Normal,122,Pro,Normal,1-10poss,43 Over,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,ILB Junior Ramsey,DT Henry Carlson,,None,None,False,2,3,5,,,,,0,2109,Week 7,Moontown,VA,54,7 ,rain,45,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,6,1,2,5,MOO,OBX,OBX40,run,-1,0,122 Weak Run 23 Normal,122,Weak,Normal,1or2-3-5,43 Over,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,OLB Pat Kelley,,,None,None,False,2,3,6,,,,,0,2109,Week 7,Moontown,VA,54,7 ,rain,40,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1Q,11,44,1,3,6,MOO,OBX,OBX41,pass,0,0,023 Shotgun Pass ZXRT F8FF Normal,023,Shotgun,Normal,3or4-6-7,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,3long,,,,None,None,False,,,7,F8FF,ZXRT,F,8,0,2109,Week 7,Moontown,VA,54,7 ,rain,41,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,11,31,2,1,10,OBX,MOO,OBX20,run,13,0,104 Weak Run 24 Shotgun,104,Weak,Shotgun,1-10poss,43 Over,Dime Personnel,Tampa-2,No Blitz,None,None,Normal,ILB Fred Harding,,,None,None,False,2,4,9,,,,,0,2109,Week 7,Moontown,VA,54,7 ,rain,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,52,2,1,10,OBX,MOO,OBX33,run,4,0,104 Weak Run 24 Shotgun,104,Weak,Shotgun,1-10earn,43 Over,Dime Personnel,Tampa-2,No Blitz,None,None,Normal,CB Ivan Crowley,,,None,None,False,2,4,10,,,,,0,2109,Week 7,Moontown,VA,54,7 ,rain,67,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,21,2,2,6,OBX,MOO,OBX37,pass,-9,0,113 Strong Pass XYZR S192 Normal,113,Strong,Normal,1or2-6-9,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,,,,None,None,False,,,11,S192,XYZR,S,1,0,2109,Week 7,Moontown,VA,54,7 ,rain,63,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,9,37,2,3,15,OBX,MOO,OBX28,pass,13,8,212 Pro Pass YXZAB S12SS Normal,212,Pro,Normal,3or4-13-16,43 Over,Regular Personnel,Cover-3 Sky,No Blitz,None,None,3long,DT Carson Rasolomalala,,,None,None,False,,,12,S12SS,YXZAB,S,1,0,2109,Week 7,Moontown,VA,54,7 ,rain,72,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
