quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,39,0,1,10,BOR,SNP,BOR29,pass,7,0,113 Weak Pass YAXZR 42682 Shotgun,113,Weak,Shotgun,1-10poss,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,ILB Harrison St,,,None,None,False,,,1,42682,YAXZR,4,2,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,71,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,13,52,0,2,3,BOR,SNP,BOR36,pass,4,0,122 I Pass ZAXYT 10220 Normal,122,I,Normal,1or2-3-5,43 Over,Regular Personnel,Cover-1,Blitz 1,None,None,Normal,CB Johnnie Dunlap,ILB Chris Francis,SLB G.Huiz,None,None,False,,,2,10220,ZAXYT,1,0,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,64,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,13,17,0,1,10,BOR,SNP,BOR40,pass,0,0,113t I Pass YXZAR 8S22F Normal,113t,I,Normal,1-10earn,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,,,,None,None,False,,,3,8S22F,YXZAR,8,S,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,60,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,8,0,2,10,BOR,SNP,BOR40,pass,22,1,113t Weak Pass RZXYA 8WS10 Shotgun,113t,Weak,Shotgun,1or2-10-12,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,CB Stephen Copeland,,,None,None,False,,,4,8WS10,RZXYA,8,W,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,60,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,39,0,1,10,BOR,SNP,SNP38,pass,0,0,212 Pro Pass ZBXYA 21111 Normal,212,Pro,Normal,1-10earn,43 Over,Regular Personnel,Press-2,No Blitz,None,None,Normal,,,, C Drake Medeiros,Illegal Use of the Hands,False,,,5,21111,ZBXYA,2,1,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,38,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,12,33,0,1,20,BOR,SNP,SNP48,pass,4,0,113 Weak Pass XRZ 220 Normal,113,Weak,Normal,1or2-13+,43 Over,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,CB Ezra Sciacca,S Al Trabosh,WLB G.Huiz,None,None,False,,,6,220,XRZ,2,2,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,48,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,11,54,0,2,16,BOR,SNP,SNP44,run,-2,0,113 I Run 20 Normal,113,I,Normal,1or2-13+,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,S Grayson Rogero,DT Vince Pourdanesh,,None,None,False,2,0,7,,,,,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,44,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1Q,11,21,0,3,23,BOR,SNP,BOR49,pass,0,0,113 Strong Pass YXZAR 294S2 Normal,113,Strong,Normal,3or4-17+,43 Over,Nickel Personnel,Cover-2,Blitz 1,None,None,3long,,,WLB G.Huiz,None,None,False,,,9,294S2,YXZAR,2,9,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,51,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1Q,11,9,1,1,10,SNP,BOR,SNP20,pass,13,13,212 Pro Pass ZAXYB 3S473 Pistol,212,Pro,Pistol,1-10poss,43 Under,Regular Personnel,Cover-1,Blitz 1,Double,None,Normal,S Nicky Bark,,WLB J.Tanner,None,None,False,,,11,3S473,ZAXYB,3,S,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,80,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,39,1,1,10,SNP,BOR,SNP33,pass,0,0,104 Weak Pass XRZAS 4S2S3 Normal,104,Weak,Normal,1-10earn,43 Under,Dime Personnel,Cover-1,No Blitz,Double,None,Normal,,,,None,None,False,,,12,4S2S3,XRZAS,4,S,0,2118,Week 13,Snapfinger,GA,62,10 ,rain,67,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
