quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,31,0,1,10,TEX,ARI,TEX29,run,16,0,113 Strong Run 20 Shotgun,113,Strong,Shotgun,1-10poss,34 Eagle,Nickel Personnel,Cover-1,No Blitz,None,None,Normal,ILB Herb Hatcher,,,None,None,False,2,0,1,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,71,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,54,0,1,10,TEX,ARI,TEX45,run,16,0,113 Strong Run 21 Shotgun,113,Strong,Shotgun,1-10earn,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,DE Riddick Sacco,,,None,None,False,2,1,2,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,55,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,17,0,1,10,TEX,ARI,ARI39,run,4,0,113 Weak Run 25 Shotgun,113,Weak,Shotgun,1-10earn,34 Eagle,Nickel Personnel,Cover-1,No Blitz,None,None,Normal,OLB Ike Seale,S Donny Hiles,,None,None,False,2,5,3,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,39,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,52,0,2,6,TEX,ARI,ARI35,run,9,0,122 Weak Run 20 Shotgun,122,Weak,Shotgun,1or2-6-9,34 Eagle,Regular Personnel,Cover-1,No Blitz,None,None,Normal,DE Caddo Krich,CB Sam Andersen,,None,None,False,2,0,4,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,35,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,16,0,1,10,TEX,ARI,ARI26,pass,0,0,014t Empty Pass YRXZS S48W9 Normal,014t,Empty,Normal,1-10earn,34 Eagle,Dime Personnel,Cover-4,Blitz 1,None,None,Normal,,,RCB C.Arroyo,None,None,False,,,5,S48W9,YRXZS,S,4,0,2110,Week 5,Arizona,AZ,67,calm,fair,26,NORMAL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1Q,12,12,0,2,10,TEX,ARI,ARI26,pass,-5,0,014 Empty Pass YSXZR FW928 Normal,014,Empty,Normal,1or2-10-12,34 Eagle,Dime Personnel,Cover-3 Sky,Blitz 1,None,None,Normal,,,SLB K.Hardy,None,None,False,,,6,FW928,YSXZR,F,W,0,2110,Week 5,Arizona,AZ,67,calm,fair,26,NORMAL,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1Q,11,37,0,3,15,TEX,ARI,ARI31,pass,0,0,113 Strong Pass ZRXY 7913 Pistol,113,Strong,Pistol,3or4-13-16,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,3long,,,WLB C.Mazza,None,None,False,,,7,7913,ZRXY,7,9,0,2110,Week 5,Arizona,AZ,67,calm,fair,31,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1Q,10,47,1,1,10,ARI,TEX,ARI31,run,3,0,212 Strong Run 25 Normal,212,Strong,Normal,1-10poss,43 Under,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,ILB Charles Wadehra,,,None,None,False,2,5,10,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,69,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,9,59,1,2,12,ARI,TEX,ARI29,pass,-2,1,005 Empty Pass VXZRS S5F25 Normal,005,Empty,Normal,1or2-10-12,43 Under,Dime Personnel,Cover-1,Blitz 1,None,None,Normal,S Damon McWilliams,CB Mo Grant,RCB K.Baker,None,None,False,,,12,S5F25,VXZRS,S,5,0,2110,Week 5,Arizona,AZ,67,calm,fair,71,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1Q,9,24,1,3,14,ARI,TEX,ARI27,pass,0,0,113 I Pass XYZAR S8F12 Normal,113,I,Normal,3or4-13-16,43 Under,Nickel Personnel,Tampa-2,No Blitz,None,None,3long,,,,None,None,False,,,13,S8F12,XYZAR,S,8,0,2110,Week 5,Arizona,AZ,67,calm,fair,73,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1Q,9,10,2,1,10,TEX,ARI,TEX21,run,3,0,113 Weak Run 22 Shotgun,113,Weak,Shotgun,1-10poss,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,CB Marvin Winters,OLB Ike Seale,,None,None,False,2,2,15,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,79,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,8,39,2,2,7,TEX,ARI,TEX24,pass,-8,0,005 Empty Pass VRXZS S2693 Normal,005,Empty,Normal,1or2-6-9,34 Eagle,Dime Personnel,Cover-4,Blitz 1,None,None,Normal,,,LCB T.Rankinen,None,None,False,,,16,S2693,VRXZS,S,2,0,2110,Week 5,Arizona,AZ,67,calm,fair,76,NORMAL,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,7,54,2,3,15,TEX,ARI,TEX16,pass,-10,0,113 Strong Pass RZXY 9491 Pistol,113,Strong,Pistol,3or4-13-16,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,3long,,,WLB C.Mazza, CB Jack Ackerman,Defensive Holding,False,,,17,9491,RZXY,9,4,0,2110,Week 5,Arizona,AZ,67,calm,fair,84,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,7,38,2,1,10,TEX,ARI,TEX21,run,11,0,113t Strong Run 20 Shotgun,113t,Strong,Shotgun,1-10earn,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,S Wade Coon,DE Riddick Sacco,,None,None,False,2,0,18,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,79,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,7,15,2,1,10,TEX,ARI,TEX32,run,9,0,113t Strong Run 27 Shotgun,113t,Strong,Shotgun,1-10earn,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DE Craig Ozols,,,None,None,False,2,7,19,,,,,0,2110,Week 5,Arizona,AZ,67,calm,fair,68,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
