quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,39,0,1,10,NYJ,DET,NYJ45,pass,55,0,023 Empty Pass RXZ S44 Normal,023,Empty,Normal,1-10poss,43 Under,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,,,MLB E.Plichta,None,None,False,,,1,S44,RXZ,S,4,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,55,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1Q,14,3,1,1,10,DET,NYJ,DET35,pass,0,0,122 Strong Pass XYZA SW92 Shotgun,122,Strong,Shotgun,1-10poss,True 34,Regular Personnel,Press-1,No Blitz,None,None,Normal,,,,None,None,False,,,4,SW92,XYZA,S,W,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,65,NORMAL,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1Q,13,55,1,2,10,DET,NYJ,DET35,pass,0,0,113 Pro Pass RAXYZ 32W02 Normal,113,Pro,Normal,1or2-10-12,True 34,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,,,WLB E.Dunlap,None,None,False,,,5,32W02,RAXYZ,3,2,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,65,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,13,46,1,3,10,DET,NYJ,DET35,pass,45,5,122 Strong Pass ZTXY D083 Normal,122,Strong,Normal,3or4-10-12,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,3long,S Trey Delgado,,,None,None,False,,,6,D083,ZTXY,D,0,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,65,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,13,9,1,1,10,DET,NYJ,NYJ20,pass,0,0,113t Pro Pass XZYR 6962 Normal,113t,Pro,Normal,1-10earn,True 34,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,,,WLB E.Dunlap,None,None,False,,,7,6962,XZYR,6,9,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,20,NORMAL,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
1Q,13,2,1,2,10,DET,NYJ,NYJ20,run,3,0,113t Pro Run 25 Normal,113t,Pro,Normal,1or2-10-12,True 34,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DT Roberto Funderburk,,,None,None,False,2,5,8,,,,,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,20,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,31,1,3,7,DET,NYJ,NYJ17,pass,0,0,113t I Pass ZXYAR 3D126 Normal,113t,I,Normal,3or4-6-7,True 34,Nickel Personnel,Cover-2,Blitz 1,None,None,3long,,,SLB E.Dunlap,None,None,False,,,9,3D126,ZXYAR,3,D,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,17,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1Q,11,56,2,1,10,NYJ,DET,NYJ26,scramble,23,0,122 I Pass TXZA 1SWF Normal,122,I,Normal,1-10poss,43 Under,Regular Personnel,Press-1,No Blitz,Double,None,Normal,ILB Emmett Plichta,,,None,None,False,,,12,1SWF,TXZA,1,S,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,74,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,22,2,1,10,NYJ,DET,NYJ49,pass,31,29,212 Pro Pass XAYZ FF27 Shotgun,212,Pro,Shotgun,1-10earn,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,Normal,OLB Harvey Linquist,,,None,None,False,,,13,FF27,XAYZ,F,F,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,51,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,42,2,1,10,NYJ,DET,DET20,pass,-98,0,212 I Pass XBYZA 64110 Normal,212,I,Normal,1-10earn,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,Normal,,,,None,None,False,,,14,64110,XBYZA,6,4,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,20,NORMAL,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1Q,10,30,3,1,10,NYJ,DET,NYJ25,pass,10,8,212 Pro Pass XAYZ FF27 Shotgun,212,Pro,Shotgun,1-10earn,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,Normal,CB Erick Dennis,CB Brent Satchwell,, T Jake Kaplan,Offensive Holding,False,,,17,FF27,XAYZ,F,F,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,22,3,1,20,NYJ,DET,NYJ15,pass,14,2,221 Pro Pass YBZ 411 Shotgun,221,Pro,Shotgun,1or2-13+,43 Under,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,S Rusty Schneider,S Jonathan Morton,,None,None,False,,,18,411,YBZ,4,1,0,2057,Exhibition Week 4,New York (A),NJ,62,5 ,fair,85,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
