,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,39,0,1,10,LAV,GBY,LAV14,scramble,13,0,113 Strong Pass XRZA F74S Pistol,113,Strong,Pistol,1-10poss,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,CB Collin Maxwell,,,None,None,False,,,1,F74S,XRZA,F,7,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,86,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,13,56,0,1,10,LAV,GBY,LAV27,run,9,0,113t Strong Run 22 Pistol,113t,Strong,Pistol,1-10earn,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,2,2,2,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,73,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,13,28,0,2,1,LAV,GBY,LAV36,run,5,0,212 Pro Run 26 Shotgun,212,Pro,Shotgun,1or2-1-2,43 Over,Regular Personnel,Tampa-2,No Blitz,None,None,Normal,DT Bill McIntyre,CB CASH Coker,,None,None,False,2,6,3,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,64,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,12,55,0,1,10,LAV,GBY,LAV41,pass,7,0,122 Strong Pass ZXYAT W3227 Pistol,122,Strong,Pistol,1-10earn,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,DT Bill McIntyre,DE Troy Wilkerson,,None,None,False,,,4,W3227,ZXYAT,W,3,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,59,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,1Q,12,13,0,2,3,LAV,GBY,LAV48,pass,28,15,113t Strong Pass ZYXAR 63333 Normal,113t,Strong,Normal,1or2-3-5,43 Over,Nickel Personnel,Man to Man,No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,,,5,63333,ZYXAR,6,3,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,52,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1Q,11,43,0,1,10,LAV,GBY,GBY24,scramble,7,0,104 Strong Pass ZRXS SS8D Normal,104,Strong,Normal,1-10earn,43 Over,Dime Personnel,Cover-3 Sky,No Blitz,None,None,Normal,OLB Charles Moore,,,None,None,False,,,6,SS8D,ZRXS,S,S,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,24,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,11,6,0,2,3,LAV,GBY,GBY17,scramble,7,0,113 Strong Pass ZRX 41S Shotgun,113,Strong,Shotgun,1or2-3-5,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,,,7,41S,ZRX,4,1,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,17,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,10,31,0,1,10,LAV,GBY,GBY10,pass,9,1,113t Weak Pass ZXAR 1129 Pistol,113t,Weak,Pistol,1-10earn,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,ILB Axel Gillespie,,,None,None,False,,,8,1129,ZXAR,1,1,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,10,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,1Q,10,5,0,2,1,LAV,GBY,GBY01,run,0,0,122 Strong Run 23 Normal,122,Strong,Normal,1or2opp6,43 Over,Goal Line Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,DE Troy Wilkerson,,,None,None,False,2,3,9,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,1,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,1Q,9,37,0,3,1,LAV,GBY,GBY01,run,-3,0,113 Strong Run 23 Pistol,113,Strong,Pistol,3or4-1,43 Over,Goal Line Personnel,"Man to Man, Buzz",No Blitz,None,None,3short,DE Troy Wilkerson,DE Salvador Brewster,,None,None,False,2,3,10,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,1,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,1Q,9,2,1,1,10,GBY,LAV,GBY25,reverse,-6,0,005 Empty Rev. rev7 Normal,005,Empty,Normal,1-10poss,True 34,Dime Personnel,Press-2,No Blitz,None,None,Normal,S Britt Gonzalez,S Neil Davis,,None,None,False,rev,7,13,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,1Q,8,39,1,2,16,GBY,LAV,GBY19,pass,9,0,212 I Pass ZYXA 519S Normal,212,I,Normal,1or2-13+,True 34,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,OLB Scottie Offord,S Diego Anquillano,,None,None,False,,,14,519S,ZYXA,5,1,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,81,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12,1Q,8,10,1,3,7,GBY,LAV,GBY28,pass,14,0,212 Weak Pass YAXZ 4226 Normal,212,Weak,Normal,3or4-6-7,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,3long,CB Collin Durham,,, WR Antonio Cole,Offensive Pass Interference,False,,,15,4226,YAXZ,4,2,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,72,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
13,1Q,8,0,1,3,17,GBY,LAV,GBY18,pass,0,0,122 Strong Pass ZX 85 Normal,122,Strong,Normal,3or4-17+,True 34,Regular Personnel,Cover-2,Blitz 1,None,None,3long,,,WLB T.Jozwiak,None,None,False,,,16,85,ZX,8,5,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,82,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
14,1Q,7,42,2,1,10,LAV,GBY,LAV45,run,2,0,113 Strong Run 24 Shotgun,113,Strong,Shotgun,1-10poss,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,DT Carlton Van Brocklin,,,None,None,False,2,4,18,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,55,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,1Q,7,12,2,2,8,LAV,GBY,LAV47,run,8,0,104 Pro Run 22 Normal,104,Pro,Normal,1or2-6-9,43 Over,Dime Personnel,Cover-3 Sky,No Blitz,None,None,Normal,DT Zack Jenkins,,,None,None,False,2,2,19,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,53,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,1Q,6,34,2,1,10,LAV,GBY,GBY45,run,5,0,113t Weak Run 25 Normal,113t,Weak,Normal,1-10earn,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DE Punky Brewster,,,None,None,False,2,5,20,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,45,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,1Q,5,58,2,2,10,LAV,GBY,GBY45,run,2,0,113t Strong Run 22 Pistol,113t,Strong,Pistol,1or2-10-12,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,2,2,22,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,45,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,1Q,5,18,2,3,8,LAV,GBY,GBY43,scramble,13,0,113t I Pass XYZAR W7321 Normal,113t,I,Normal,3or4-8-9,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,3long,OLB Philip Lukes,,,None,None,False,,,23,W7321,XYZAR,W,7,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,43,NORMAL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,1Q,5,6,2,1,10,GBY,LAV,GBY30,reverse,-1,0,131 Strong Rev. rev7 Normal,131,Strong,Normal,1-10poss,True 34,Regular Personnel,Press-1,No Blitz,None,None,Normal,S Diego Anquillano,ILB Josue Hoffman,, TE Jermaine Hanson,an Illegal Formation,False,rev,7,24,,,,,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,70,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,1Q,4,56,2,2,11,GBY,LAV,GBY29,pass,-4,0,212 Pro Pass XZ 5S Normal,212,Pro,Normal,1or2-10-12,True 34,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,ILB Josue Hoffman,OLB Jacob MaKinster,,None,None,False,,,25,5S,XZ,5,S,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,71,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
21,1Q,4,10,2,3,15,GBY,LAV,GBY25,pass,17,0,122 Pro Pass ZYXT 6W71 Normal,122,Pro,Normal,3or4-13-16,True 34,Regular Personnel,Cover-2,Blitz 1,None,None,3long,ILB Josue Hoffman,,SLB J.MaKinster,None,None,False,,,26,6W71,ZYXT,6,W,0,2053,Exhibition Week 3,Green Bay,WI,47,4 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
