,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,TEN,TBY,TEN25,run,4,0,113 Weak Run 23 Shotgun,113,Weak,Shotgun,1-10poss,43 Under,Nickel Personnel,Cover-2,No Blitz,None,Spy,Normal,DT Eduardo Booker,DT Preston Church,,None,None,False,2,3,1,,,,,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,14,22,0,2,6,TEN,TBY,TEN29,pass,-1,0,113 Strong Pass XYZAR 90F37 Shotgun,113,Strong,Shotgun,1or2-6-9,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Shane Rayburn,,,None,None,False,,,2,90F37,XYZAR,9,0,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,71,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1Q,13,37,0,3,7,TEN,TBY,TEN28,pass,0,0,113 Strong Pass YXZAR 6F243 Pistol,113,Strong,Pistol,3or4-6-7,43 Under,Nickel Personnel,Cover-2,Blitz 1,None,None,3long,,,LCB A.Newman,None,None,False,,,3,6F243,YXZAR,6,F,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,72,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
3,1Q,13,20,1,1,10,TBY,TEN,TBY40,pass,8,0,113 Weak Pass RXYZA 12480 Shotgun,113,Weak,Shotgun,1-10poss,True 34,Nickel Personnel,Press-1,Blitz 1,None,None,Normal,OLB Gerald Randle,ILB Courtney Lynch,WLB P.Seidel,None,None,False,,,5,12480,RXYZA,1,2,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,60,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
4,1Q,12,36,1,2,2,TBY,TEN,TBY48,pass,8,0,113 Strong Pass YZXAR 15521 Shotgun,113,Strong,Shotgun,1or2-1-2,True 34,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,ILB Courtney Lynch,DT Alexander Tamayo,"['SLB G.Randle', 'WLB P.Seidel']", C Frederick McGregor,Offensive Holding,False,,,6,15521,YZXAR,1,5,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,52,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1Q,12,28,1,2,12,TBY,TEN,TBY38,pass,32,23,212 Pro Pass XZYAB 229WF Shotgun,212,Pro,Shotgun,1or2-10-12,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,CB Mike Jessie,,,None,None,False,,,7,229WF,XZYAB,2,2,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,62,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1Q,11,58,1,1,10,TBY,TEN,TEN30,pass,8,1,113t Weak Pass RXYZA 1252F Shotgun,113t,Weak,Shotgun,1-10earn,True 34,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,DE Roman Jeffries,,"['SILB C.Lynch', 'WLB P.Seidel']",None,None,False,,,8,1252F,RXYZA,1,2,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,30,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7,1Q,11,30,1,2,2,TBY,TEN,TEN22,run,6,0,113 Weak Run 27 Shotgun,113,Weak,Shotgun,1or2-1-2,True 34,Nickel Personnel,Press-1,No Blitz,None,None,Normal,ILB Courtney Lynch,OLB Gerald Randle,,None,None,False,2,7,9,,,,,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,22,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,10,52,1,1,10,TBY,TEN,TEN16,pass,14,1,113t Strong Pass RXYZA 52722 Shotgun,113t,Strong,Shotgun,1-10earn,True 34,Nickel Personnel,"Man to Man, Buzz",Blitz 1,None,None,Normal,CB Mike Jessie,,WLB P.Seidel,None,None,False,,,10,52722,RXYZA,5,2,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,16,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,1Q,10,5,1,1,2,TBY,TEN,TEN02,run,0,0,113t Weak Run 25 Pistol,113t,Weak,Pistol,1or2opp6,True 34,Regular Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,DT Alexander Tamayo,DT Zane Hernandez,,None,None,False,2,5,11,,,,,0,2053,Exhibition Week 3,Tampa Bay,FL,86,1 ,fair,2,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
