,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
20,1Q,4,21,3,2,10,ATL,IND,ATL41,pass,1,0,122 Pro Pass XTYZA S216S Normal,122,Pro,Normal,1or2-10-12,43 Under,Regular Personnel,Press-1,No Blitz,None,None,Normal,ILB Norbert Bronson,,,None,None,False,,,24,S216S,XTYZA,S,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,59,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21,1Q,3,56,3,3,9,ATL,IND,ATL42,pass,-6,0,131 Weak Pass YZTU 8907 Pistol,131,Weak,Pistol,3or4-8-9,43 Under,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,3long,,,,None,None,False,,,25,8907,YZTU,8,9,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,58,NORMAL,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
22,1Q,3,7,4,1,10,IND,ATL,IND46,scramble,3,0,122 I Pass YAXZ 2410 Normal,122,I,Normal,1-10poss,34 Eagle,Regular Personnel,Press-2,Blitz 2,None,None,Normal,ILB William Baxter,,"['WLB D.Thornton', 'LCB B.Seebaldt']",None,None,False,,,27,2410,YAXZ,2,4,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,54,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,1Q,2,36,4,2,7,IND,ATL,IND49,pass,1,0,212 Strong Pass ZBXYA S210S Normal,212,Strong,Normal,1or2-6-9,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,S Vincent Crenshaw,,,None,None,False,,,28,S210S,ZBXYA,S,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,51,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
24,1Q,1,56,4,3,6,IND,ATL,ATL50,pass,-9,0,113 Pro Pass XRYZ 4312 Normal,113,Pro,Normal,3or4-6-7,34 Eagle,Nickel Personnel,Cover-2,Blitz 2,None,None,3long,Jonathan Wilbanks,,"['SLB G.Page', 'WLB D.Thornton']",None,None,False,,,29,4312,XRYZ,4,3,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,50,NORMAL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
25,1Q,1,46,4,1,10,ATL,IND,ATL45,pass,18,16,113t I Pass ZXYR 0295 Normal,113t,I,Normal,1-10poss,43 Under,Nickel Personnel,Cover-1,Blitz 1,None,None,Normal,CB Chester Williams,,WLB S.Powell,None,None,False,,,30,0295,ZXYR,0,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,55,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26,1Q,1,21,4,1,10,ATL,IND,IND37,pass,22,16,014 Empty Pass XYZRS 222F3 Normal,014,Empty,Normal,1-10earn,43 Under,Dime Personnel,Press-2,No Blitz,None,None,Normal,OLB Orlando Sanderson,,,None,None,False,,,31,222F3,XYZRS,2,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,37,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
27,1Q,0,38,4,1,5,ATL,IND,IND10,run,10,0,113 Weak Run 23 Shotgun,113,Weak,Shotgun,1or2-3-5,43 Under,Nickel Personnel,Press-2,No Blitz,None,None,Normal,,,,None,None,False,2,3,33,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,10,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
28,2Q,15,0,5,1,10,IND,ATL,IND23,pass,0,0,221 Weak Pass ABTYZ SS135 Normal,221,Weak,Normal,1-10poss,34 Eagle,Regular Personnel,Press-1,Blitz 3,None,None,Normal,,,"['SLB G.Page', 'WILB W.Baxter', 'WLB N.Horn']",None,None,False,,,37,SS135,ABTYZ,S,S,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,77,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
29,2Q,14,56,5,2,10,IND,ATL,IND23,run,2,0,122 Weak Run 26 Normal,122,Weak,Normal,1or2-10-12,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,ILB William Baxter,ILB Frankie Agbabian,,None,None,False,2,6,38,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,77,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,2Q,14,26,5,3,8,IND,ATL,IND25,pass,3,0,113 Weak Pass ZXYAR 41SS0 Normal,113,Weak,Normal,3or4-8-9,34 Eagle,Nickel Personnel,Cover-2,Blitz 2,None,None,3long,CB Jake Hyland,,"['SLB G.Page', 'WLB D.Thornton']", DT Lawrence Foreman,Unnecessary Roughness,False,,,39,41SS0,ZXYAR,4,1,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,2Q,14,20,5,1,10,IND,ATL,IND43,run,10,0,212 Strong Run 25 Normal,212,Strong,Normal,1-10earn,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,ILB Frankie Agbabian,,,None,None,False,2,5,40,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,57,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,2Q,13,42,5,1,10,IND,ATL,ATL47,pass,0,0,104 Weak Pass ZXRS 1FS1 Normal,104,Weak,Normal,1-10earn,34 Eagle,Dime Personnel,Cover-3 Sky,Blitz 1,None,None,Normal,,,SLB G.Page, S Everett Diaz,Defensive Holding,False,,,41,1FS1,ZXRS,1,F,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,47,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
33,2Q,13,38,5,1,10,IND,ATL,ATL42,run,1,0,113 Strong Run 20 Normal,113,Strong,Normal,1-10earn,34 Eagle,Nickel Personnel,Press-2,No Blitz,None,None,Normal,ILB Frankie Agbabian,S Bobby Seebaldt,,None,None,False,2,0,42,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,42,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,2Q,12,58,5,2,9,IND,ATL,ATL41,run,5,0,212 I Run 26 Normal,212,I,Normal,1or2-6-9,34 Eagle,Regular Personnel,Cover-1,No Blitz,None,None,Normal,ILB Frankie Agbabian,,,None,None,False,2,6,43,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,41,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,2Q,12,20,5,3,9,IND,ATL,ATL41,pass,0,0,122 Weak Pass XYZAT 12412 Normal,122,Weak,Normal,3or4-8-9,34 Eagle,Regular Personnel,Cover-2,Blitz 2,None,None,3long,,,"['SILB W.Baxter', 'WLB T.England']",None,None,False,,,45,12412,XYZAT,1,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,41,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
36,2Q,12,9,6,1,10,ATL,IND,ATL20,pass,-5,0,122 Pro Pass XTYZA S216S Normal,122,Pro,Normal,1-10poss,43 Under,Regular Personnel,Cover-2,Blitz 1,None,None,Normal,,,MLB N.Bronson,None,None,False,,,47,S216S,XTYZA,S,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,80,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,2Q,11,46,6,2,15,ATL,IND,ATL15,run,1,0,104 I Run 24 Normal,104,I,Normal,1or2-13+,43 Under,Dime Personnel,Cover-2,No Blitz,None,None,Normal,ILB Clifton Craig,,, WR Marcus Sybrowski,Illegal Motion,False,2,4,48,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,85,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,2Q,11,32,6,3,19,ATL,IND,ATL11,pass,0,0,113t I Pass ZXYR 0295 Normal,113t,I,Normal,3or4-17+,43 Under,Nickel Personnel,Cover-3 Cloud,No Blitz,None,None,3long,,,, T Jorge LaRiche,Offensive Holding,False,,,50,0295,ZXYR,0,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,89,NORMAL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39,2Q,11,14,7,1,10,IND,ATL,ATL35,run,3,0,113 Pro Run 26 Normal,113,Pro,Normal,1-10poss,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,S Vincent Crenshaw,CB Troy England,,None,None,False,2,6,52,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,35,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,2Q,10,48,7,2,7,IND,ATL,ATL32,run,2,0,221 Weak Run 27 Normal,221,Weak,Normal,1or2-6-9,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,Normal,ILB William Baxter,,,None,None,False,2,7,53,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,32,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,2Q,10,17,7,3,5,IND,ATL,ATL30,pass,0,1,203 Pro Pass ZRXAB S0W22 Normal,203,Pro,Normal,3or4-4-5,34 Eagle,Nickel Personnel,Press-1,Blitz 3,None,None,3long,DE Peyton Relf,CB Lincoln Jarvis,"['SLB G.Page', 'WLB N.Horn', 'RCB W.Baughman']", S Everett Diaz,Defensive Holding,False,,,54,S0W22,ZRXAB,S,0,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,30,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
42,2Q,10,8,7,1,10,IND,ATL,ATL25,pass,-4,0,122 Strong Pass XAZT SS1S Normal,122,Strong,Normal,1-10earn,34 Eagle,Regular Personnel,Press-2,Blitz 2,None,None,Normal,ILB Frankie Agbabian,,"['SLB G.Page', 'WLB N.Horn']",None,None,False,,,55,SS1S,XAZT,S,S,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,25,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
43,2Q,9,41,7,2,14,IND,ATL,ATL29,pass,0,0,212 Pro Pass XAYZB 42SF2 Normal,212,Pro,Normal,1or2-13+,34 Eagle,Regular Personnel,Cover-1,No Blitz,Double,None,Normal,,,, DE Tanner Etaton,Offsides,False,,,56,42SF2,XAYZB,4,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,29,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
44,2Q,9,35,7,2,9,IND,ATL,ATL24,pass,-9,0,212 Pro Pass ZYXAB 7232S Normal,212,Pro,Normal,1or2-6-9,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,Randal Beyer,,,None,None,False,,,57,7232S,ZYXAB,7,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,24,NORMAL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
45,2Q,9,24,7,1,10,ATL,IND,ATL11,pass,2,0,005 Empty Pass RVXZS S03D8 Normal,005,Empty,Normal,1-10poss,43 Under,Dime Personnel,Cover-2,Blitz 1,None,None,Normal,DE Buddy Marlowe,,MLB C.Craig,None,None,False,,,58,S03D8,RVXZS,S,0,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,89,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
46,2Q,8,49,7,2,8,ATL,IND,ATL13,run,0,0,212 Pro Run 27 Pistol,212,Pro,Pistol,1or2-6-9,43 Under,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,ILB Norbert Bronson,,,None,None,False,2,7,59,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,87,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,2Q,8,23,7,3,8,ATL,IND,ATL13,pass,0,0,023 Empty Pass XYZR 2235 Normal,023,Empty,Normal,3or4-8-9,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,3long,,,, CB Kerry Prescott,Unnecessary Roughness,False,,,60,2235,XYZR,2,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,87,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
48,2Q,8,9,7,1,15,ATL,IND,ATL23,pass,1,0,212 Pro Pass BAXZ SS86 Normal,212,Pro,Normal,1or2-13+,43 Under,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,CB Sedrick Liszkiewicz,OLB Leslie Gribble,,None,None,False,,,62,SS86,BAXZ,S,S,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,77,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
49,2Q,7,43,7,2,14,ATL,IND,ATL24,pass,0,0,014 Pistol Pass YXZRS 12DF6 Normal,014,Pistol,Normal,1or2-13+,43 Under,Dime Personnel,Press-2,No Blitz,None,None,Normal,,,,None,None,False,,,63,12DF6,YXZRS,1,2,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,76,NORMAL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50,2Q,7,36,7,3,14,ATL,IND,ATL24,pass,0,0,131 Weak Pass YZTU 8907 Pistol,131,Weak,Pistol,3or4-13-16,43 Under,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,3long,Harrison Delgado,,,None,None,False,,,64,8907,YZTU,8,9,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,76,NORMAL,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
51,2Q,7,26,7,1,10,IND,ATL,ATL45,run,1,0,113t Pro Run 24 Normal,113t,Pro,Normal,1-10poss,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,CB Lincoln Jarvis,,,None,None,False,2,4,65,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,45,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,2Q,6,43,7,2,9,IND,ATL,ATL44,run,1,0,212 Pro Run 24 Normal,212,Pro,Normal,1or2-6-9,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,S Vincent Crenshaw,,,None,None,False,2,4,66,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,44,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,2Q,6,10,7,3,8,IND,ATL,ATL43,pass,15,8,104 Strong Pass XZRS 250S Normal,104,Strong,Normal,3or4-8-9,34 Eagle,Dime Personnel,Cover-3 Cloud,Blitz 1,None,None,3long,OLB Garrett Page,,RCB W.Baughman,None,None,False,,,67,250S,XZRS,2,5,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,43,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
54,2Q,5,25,7,1,10,IND,ATL,ATL28,run,2,0,212 I Run 25 Normal,212,I,Normal,1-10earn,34 Eagle,Regular Personnel,Cover-1,No Blitz,None,None,Normal,DE Tanner Etaton,DT Camden Nelson,,None,None,False,2,5,68,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,28,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,2Q,4,49,7,2,8,IND,ATL,ATL26,pass,25,25,212 Weak Pass ZYXAB 3023S Normal,212,Weak,Normal,1or2-6-9,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,S Bobby Seebaldt,,,None,None,False,,,69,3023S,ZYXAB,3,0,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,26,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
56,2Q,4,6,7,1,1,IND,ATL,ATL01,pass,0,0,203 Pro Pass ZRXAB S0W22 Normal,203,Pro,Normal,1or2opp6,34 Eagle,Goal Line Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,,,,None,None,False,,,70,S0W22,ZRXAB,S,0,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,1,OPP6,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
57,2Q,4,0,7,2,1,IND,ATL,ATL01,run,1,0,113 Weak Run 20 Normal,113,Weak,Normal,1or2opp6,34 Eagle,Goal Line Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,,,,None,None,False,2,0,71,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,1,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
58,2Q,3,51,8,1,10,ATL,IND,ATL25,run,2,0,131 Weak Run 24 Pistol,131,Weak,Pistol,1-10poss,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,Normal,S Bruce Kellenberger,,,None,None,False,2,4,74,,,,,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,2Q,3,14,8,2,8,ATL,IND,ATL27,pass,10,3,113 I Pass RYXZ 1148 Normal,113,I,Normal,1or2-6-9,43 Under,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,CB Chester Williams,,MLB N.Bronson,None,None,False,,,75,1148,RYXZ,1,1,0,2053,Exhibition Week 3,Atlanta,GA,92,13 ,fair,73,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
