,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,17,0,1,10,DEN,CHI,DEN19,run,0,0,113t Strong Run 27 Pistol,113t,Strong,Pistol,1-10poss,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Shawn McIntyre,,,None,None,False,2,7,1,,,,,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,81,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,13,37,0,2,10,DEN,CHI,DEN19,pass,16,6,212 Pro Pass YZX 25F Pistol,212,Pro,Pistol,1or2-10-12,43 Under,Regular Personnel,Cover-2,No Blitz,None,None,Normal,OLB Abel Brennan,,, DE Lonnie Peters,Illegal Use of the Hands by the Defense,False,,,2,25F,YZX,2,5,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,81,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1Q,13,26,0,1,10,DEN,CHI,DEN35,pass,26,5,104 I Pass ARXZS 284SF Normal,104,I,Normal,1-10earn,43 Under,Dime Personnel,Cover-2,No Blitz,None,None,Normal,S Desmond Brilz,,,None,None,False,,,3,284SF,ARXZS,2,8,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,65,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,1Q,12,50,0,1,10,DEN,CHI,CHI39,pass,4,0,221 Weak Pass YATZ 2W44 Normal,221,Weak,Normal,1-10earn,43 Under,Regular Personnel,Cover-2,Blitz 1,None,None,Normal,S Joseph Shillingford,,MLB R.Murphy,None,None,False,,,4,2W44,YATZ,2,W,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,39,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,1Q,12,5,0,2,6,DEN,CHI,CHI35,pass,35,0,113t Strong Pass YRXZ 121D Shotgun,113t,Strong,Shotgun,1or2-6-9,43 Under,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,,,MLB P.Ekuban,None,None,False,,,5,121D,YRXZ,1,2,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,35,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5,1Q,11,53,1,1,10,CHI,DEN,CHI25,run,3,0,113t Strong Run 25 Normal,113t,Strong,Normal,1-10poss,43 Over,Nickel Personnel,Man to Man,No Blitz,None,None,Normal,OLB Ronnie Hernandez,,,None,None,False,2,5,8,,,,,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,11,30,1,2,7,CHI,DEN,CHI28,run,4,0,113t Weak Cntr. 22 Normal,113t,Weak,Normal,1or2-6-9,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,CB Erik Hoekstra,,,None,None,False,2,2,9,,,,,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,72,NORMAL,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,1Q,10,55,1,3,3,CHI,DEN,CHI32,run,-1,0,230 Pro Run 35 Pistol,230,Pro,Pistol,3or4-3,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,3long,OLB Ronnie Hernandez,DE Butch Munkres,,None,None,False,3,5,10,,,,,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,68,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,1Q,10,17,2,1,10,CHI,DEN,CHI46,run,3,0,113t Weak Run 25 Shotgun,113t,Weak,Shotgun,1-10earn,43 Over,Nickel Personnel,Man to Man,No Blitz,None,None,Normal,OLB Ronnie Hernandez,,,None,None,False,2,5,12,,,,,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,54,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,1Q,9,48,2,2,7,CHI,DEN,CHI49,pass,10,4,113t Weak Pass XZYR 164S Normal,113t,Weak,Normal,1or2-6-9,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,CB Erik Hoekstra,ILB Jesse Kowal,, C Alvin Gunn,Offensive Holding,False,,,13,164S,XZYR,1,6,0,2053,Exhibition Week 5,Denver,CO,67,24 ,rain,51,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
