,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,33,0,1,10,SEA,NYJ,SEA33,run,9,0,113t I Run 25 Normal,113t,I,Normal,1-10poss,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,CB Jerome Dotson,CB Frederick Tanaka,,None,None,False,2,5,1,,,,,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,67,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,14,1,0,2,1,SEA,NYJ,SEA42,run,6,0,104 Weak Run 21 Normal,104,Weak,Normal,1or2-1-2,34 Eagle,Dime Personnel,Cover-2,No Blitz,None,None,Normal,CB Kirk Shields,,,None,None,False,2,1,2,,,,,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,58,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,13,21,0,1,10,SEA,NYJ,SEA48,run,-1,0,113t Weak Run 26 Normal,113t,Weak,Normal,1-10earn,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Efrain Dunlap,,,None,None,False,2,6,3,,,,,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,52,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3,1Q,12,56,0,2,11,SEA,NYJ,SEA47,pass,26,18,122 Pro Pass YXZT 3222 Normal,122,Pro,Normal,1or2-10-12,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,Normal,S Levon Winslett,,,None,None,False,,,4,3222,YXZT,3,2,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,53,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,1Q,12,22,0,1,10,SEA,NYJ,NYJ27,pass,8,0,212 Weak Pass BZXY 1WW0 Normal,212,Weak,Normal,1-10earn,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,Normal,OLB Ezekiel Malone,S Levon Winslett,,None,None,False,,,5,1WW0,BZXY,1,W,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,27,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1Q,12,1,0,2,2,SEA,NYJ,NYJ19,run,1,0,113t Strong Run 25 Normal,113t,Strong,Normal,1or2-1-2,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,S Levon Winslett,ILB Darien Rodgers,,None,None,False,2,5,6,,,,,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,19,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,11,25,0,3,1,SEA,NYJ,NYJ18,run,3,0,113 Strong Run 23 Normal,113,Strong,Normal,3or4-1,34 Eagle,Nickel Personnel,Cover-1,No Blitz,None,None,3short,DE Daniel Snyder,,,None,None,False,2,3,7,,,,,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,18,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,10,55,0,1,10,SEA,NYJ,NYJ15,pass,15,0,212 I Pass BXYZA 237F1 Normal,212,I,Normal,1-10earn,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,Normal,,,,None,None,False,,,8,237F1,BXYZA,2,3,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,15,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8,1Q,10,48,1,1,10,NYJ,SEA,NYJ25,pass,0,0,023 Empty Pass RXZ S44 Normal,023,Empty,Normal,1-10poss,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,,,11,S44,RXZ,S,4,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,75,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
9,1Q,10,38,1,2,10,NYJ,SEA,NYJ25,run,11,0,131 Weak Run 27 Normal,131,Weak,Normal,1or2-10-12,43 Under,Regular Personnel,Cover-2,No Blitz,None,None,Normal,CB Rodney Robbins,S Sammie Murray,,None,None,False,2,7,12,,,,,0,2053,Exhibition Week 3,Seattle,WA,67,6 ,rain,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
