,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,27,0,1,10,LAR,BUF,LAR20,pass,0,0,203 Strong Pass RZXA 10F1 Normal,203,Strong,Normal,1-10poss,34 Eagle,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,,,"['SILB C.Rivera', 'WLB Q.Stevens']",None,None,False,,,1,10F1,RZXA,1,0,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,80,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1,1Q,14,23,0,2,10,LAR,BUF,LAR20,run,1,0,230 I Run 26 Normal,230,I,Normal,1or2-10-12,34 Eagle,Regular Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,CB Johnathan Beale,,,None,None,False,2,6,2,,,,,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,13,42,0,3,9,LAR,BUF,LAR21,pass,0,0,113t I Pass YXZR 6S6W Normal,113t,I,Normal,3or4-8-9,34 Eagle,Nickel Personnel,Cover-3 Cloud,No Blitz,None,None,3long,,,,None,None,False,,,3,6S6W,YXZR,6,S,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,79,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,13,27,1,1,10,BUF,LAR,BUF44,run,8,0,122 Strong Run 24 Normal,122,Strong,Normal,1-10poss,True 34,Regular Personnel,Press-2,No Blitz,None,None,Normal,ILB Jonathan Gregg,,, C Chris Blair,Offensive Holding,False,2,4,5,,,,,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,56,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1Q,13,16,1,1,20,BUF,LAR,BUF34,pass,0,0,104 Strong Pass RSXZA 62130 Normal,104,Strong,Normal,1or2-13+,True 34,Dime Personnel,Cover-4,Blitz 1,None,None,Normal,,,WLB R.Fields,None,None,False,,,6,62130,RSXZA,6,2,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,66,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5,1Q,13,8,1,2,20,BUF,LAR,BUF34,scramble,0,0,023 Empty Pass YTXZR 623DW Normal,023,Empty,Normal,1or2-13+,True 34,Nickel Personnel,Press-2,Blitz 2,None,None,Normal,CB Ken Ellard,,"['SILB J.Gregg', 'WLB M.Nichols']",None,None,False,,,7,623DW,YTXZR,6,2,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,66,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,12,38,1,3,20,BUF,LAR,BUF34,pass,23,9,113t Strong Pass ZYXAR 612FW Normal,113t,Strong,Normal,3or4-17+,True 34,Nickel Personnel,Cover-3 Cloud,Blitz 1,None,None,3long,CB Tyler Kaplan,,SILB J.Mounts, DE Thurman Carlson,Illegal Use of the Hands by the Defense,False,,,8,612FW,ZYXAR,6,1,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,66,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,1Q,12,26,1,1,10,BUF,LAR,LAR43,scramble,4,0,023 Empty Pass TYXZR 16001 Normal,023,Empty,Normal,1-10earn,True 34,Nickel Personnel,Press-2,Blitz 2,None,None,Normal,OLB Malcolm Halvorson,S short base Allamon,"['SILB J.Gregg', 'WLB M.Nichols']",None,None,False,,,9,16001,TYXZR,1,6,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,43,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,11,55,1,2,6,BUF,LAR,LAR39,pass,17,3,113t Weak Pass YRXZA 4983F Normal,113t,Weak,Normal,1or2-6-9,True 34,Nickel Personnel,Press-2,Blitz 2,None,None,Normal,S Butch Hefner,CB Steven Wayne,"['SILB J.Gregg', 'WLB M.Nichols']",None,None,False,,,10,4983F,YRXZA,4,9,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,39,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,1Q,11,27,1,1,10,BUF,LAR,LAR22,pass,22,0,113t Strong Pass ZYXAR 612FW Normal,113t,Strong,Normal,1-10earn,True 34,Nickel Personnel,Press-2,Blitz 2,None,None,Normal,,,"['SILB J.Gregg', 'WLB M.Nichols']",None,None,False,,,11,612FW,ZYXAR,6,1,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,22,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
10,1Q,10,52,2,1,10,LAR,BUF,LAR26,pass,0,0,113t I Pass YZXAR 11F0F Normal,113t,I,Normal,1-10poss,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,,,SILB C.Rivera,None,None,False,,,14,11F0F,YZXAR,1,1,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,74,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
11,1Q,10,45,2,2,10,LAR,BUF,LAR26,pass,8,0,113t Strong Pass YZXAR 4SFS1 Normal,113t,Strong,Normal,1or2-10-12,34 Eagle,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,S Louie Rigney,CB Cary Vega,"['SILB C.Rivera', 'WLB Q.Stevens']",None,None,False,,,15,4SFS1,YZXAR,4,S,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,74,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12,1Q,10,11,2,3,2,LAR,BUF,LAR34,run,-4,0,113 Weak Run 23 Normal,113,Weak,Normal,3or4-2,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,3short,OLB Corbin Whalen,,,None,None,False,2,3,16,,,,,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,66,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,1Q,9,27,3,1,10,BUF,LAR,BUF42,pass,33,19,113t Weak Pass RZXYA 61402 Normal,113t,Weak,Normal,1-10poss,True 34,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,CB Donnell Greene,,SILB J.Gregg,None,None,False,,,18,61402,RZXYA,6,1,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,58,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14,1Q,8,44,3,1,10,BUF,LAR,LAR25,run,2,0,122 Weak Run 21 Normal,122,Weak,Normal,1-10earn,True 34,Regular Personnel,Press-1,No Blitz,None,None,Normal,S short base Allamon,DT Nick Clem,,None,None,False,2,1,19,,,,,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,25,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,1Q,8,4,3,2,8,BUF,LAR,LAR23,run,-2,0,113 Strong Run 24 Normal,113,Strong,Normal,1or2-6-9,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,S short base Allamon,,,None,None,False,2,4,20,,,,,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,23,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16,1Q,7,26,3,3,10,BUF,LAR,LAR25,pass,0,0,113t Weak Pass ZRXYA 52452 Normal,113t,Weak,Normal,3or4-10-12,True 34,Nickel Personnel,Cover-3 Cloud,Blitz 1,None,None,3long,,,SILB J.Mounts,None,None,False,,,21,52452,ZRXYA,5,2,0,2053,Exhibition Week 5,Buffalo,NY,57,calm,fair,25,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
