,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,WAS,TEN,WAS25,run,0,0,212 I Run 24 Normal,212,I,Normal,1-10poss,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,OLB Grady Hasken,,,None,None,False,2,4,1,,,,,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,14,34,0,2,10,WAS,TEN,WAS25,pass,23,13,113 Weak Pass ZXYAR 82402 Normal,113,Weak,Normal,1or2-10-12,True 34,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,CB Nate Woodard,,"['SILB C.Lynch', 'WLB P.Seidel']",None,None,False,,,2,82402,ZXYAR,8,2,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1Q,13,47,0,1,10,WAS,TEN,WAS48,run,2,0,113t I Run 23 Normal,113t,I,Normal,1-10earn,True 34,Nickel Personnel,Press-1,No Blitz,None,None,Normal,S Bryant Uusutalo,,,None,None,False,2,3,3,,,,,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,52,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,13,23,0,2,8,WAS,TEN,TEN50,pass,6,0,113t Weak Pass XZYAR SF31D Normal,113t,Weak,Normal,1or2-6-9,True 34,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,CB Nate Woodard,,"['WLB P.Seidel', 'RCB M.Jessie']", S Trent Shafer,Illegal Contact,False,,,4,SF31D,XZYAR,S,F,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,50,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,1Q,13,17,0,1,10,WAS,TEN,TEN45,pass,4,4,113t I Pass XRZ S34 Normal,113t,I,Normal,1-10earn,True 34,Nickel Personnel,Press-1,No Blitz,Double,None,Normal,ILB Courtney Lynch,,,None,None,False,,,5,S34,XRZ,S,3,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,45,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5,1Q,12,42,0,2,6,WAS,TEN,TEN41,run,2,0,230 Pro Run 22 Shotgun,230,Pro,Shotgun,1or2-6-9,True 34,Regular Personnel,Press-1,No Blitz,None,None,Normal,S Trent Shafer,DE Roman Jeffries,, OLB Grady Hasken,Unsportsmanlike Conduct,False,2,2,6,,,,,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,41,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,12,36,0,1,10,WAS,TEN,TEN24,run,7,0,113t Strong Run 25 Shotgun,113t,Strong,Shotgun,1-10earn,True 34,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DE Ashton Cline,CB Mike Jessie,,None,None,False,2,5,7,,,,,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,24,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,11,55,0,2,3,WAS,TEN,TEN17,pass,6,5,122 Strong Pass XZYA S91F Normal,122,Strong,Normal,1or2-3-5,True 34,Regular Personnel,Cover-2,Blitz 2,None,None,Normal,S Trent Shafer,,"['SILB C.Lynch', 'WLB G.Hasken']",None,None,False,,,8,S91F,XZYA,S,9,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,17,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,1Q,11,9,0,1,10,WAS,TEN,TEN11,run,-3,0,104 Weak Run 23 Shotgun,104,Weak,Shotgun,1-10earn,True 34,Dime Personnel,Press-2,No Blitz,None,None,Normal,S Bryant Uusutalo,,,None,None,False,2,3,9,,,,,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,11,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,1Q,10,30,0,2,13,WAS,TEN,TEN14,pass,0,0,113 Strong Pass YXZAR 21S1D Shotgun,113,Strong,Shotgun,1or2-13+,True 34,Nickel Personnel,Press-2,Blitz 1,Double,None,Normal,,,SLB G.Randle,None,None,False,,,10,21S1D,YXZAR,2,1,0,2053,Exhibition Week 2,Tennessee,TN,87,6 ,fair,14,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
