quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,26,0,1,10,HOU,IND,HOU33,pass,5,0,212 Pro Pass XBYZA 1W724 Normal,212,Pro,Normal,1-10poss,43 Under,Regular Personnel,Press-1,No Blitz,None,None,Normal,S Bruce Kellenberger,,,None,None,False,,,1,1W724,XBYZA,1,W,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,67,NORMAL,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1Q,14,2,0,2,5,HOU,IND,HOU38,run,3,0,113 Weak Run 23 Normal,113,Weak,Normal,1or2-3-5,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,ILB Shannon O'Neill,DT Roy Clouse,,None,None,False,2,3,2,,,,,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,62,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,34,0,3,2,HOU,IND,HOU41,run,2,0,113 I Run 26 Normal,113,I,Normal,3or4-2,43 Under,Nickel Personnel,Press-1,No Blitz,None,Spy,3short,DE Mitch Whipkey,DT Efrain Wiles,, WR Duane Bradford,Offensive Holding,False,2,6,3,,,,,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,59,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,27,0,3,12,HOU,IND,HOU31,pass,6,0,113 Strong Pass ZRXYA 17401 Normal,113,Strong,Normal,3or4-10-12,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,3long,S Bruce Kellenberger,,,None,None,False,,,4,17401,ZRXYA,1,7,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,69,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,42,1,1,10,IND,HOU,IND15,pass,12,2,113 Strong Pass YXZAR 8W4S6 Normal,113,Strong,Normal,1-10poss,True 34,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,S Junior Jarzyna,,"['WLB S.George', 'RCB T.Cichanski']",None,None,False,,,6,8W4S6,YXZAR,8,W,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,85,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,9,1,1,10,IND,HOU,IND27,pass,0,0,122 Strong Pass TAXYZ 10S22 Shotgun,122,Strong,Shotgun,1-10earn,True 34,Regular Personnel,Press-2,Blitz 2,None,None,Normal,,,"['SILB B.Stone', 'WLB E.Barton']",None,None,False,,,7,10S22,TAXYZ,1,0,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,73,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,3,1,2,10,IND,HOU,IND27,pass,0,0,113t I Pass AZXYR 22920 Normal,113t,I,Normal,1or2-10-12,True 34,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,,,SLB G.Monroe,None,None,False,,,8,22920,AZXYR,2,2,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,73,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,59,1,3,10,IND,HOU,IND27,pass,21,21,203 Weak Pass ZAXR F27S Normal,203,Weak,Normal,3or4-10-12,True 34,Nickel Personnel,Cover-3 Sky,Blitz 1,None,None,3long,CB Tanner Cichanski,,WLB E.Barton,None,None,False,,,9,F27S,ZAXR,F,2,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,73,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,11,13,1,1,10,IND,HOU,IND48,run,4,0,113 Pro Run 27 Normal,113,Pro,Normal,1-10earn,True 34,Nickel Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,OLB Shaquille George,OLB Geoff Monroe,,None,None,False,2,7,10,,,,,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,52,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,42,1,2,6,IND,HOU,HOU48,run,5,0,122 Weak Run 27 Shotgun,122,Weak,Shotgun,1or2-6-9,True 34,Regular Personnel,Press-2,No Blitz,None,None,Normal,S Junior Jarzyna,,,None,None,False,2,7,11,,,,,0,2057,Week 4,Indianapolis,IN,72,2 ,fair,48,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
