quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,24,0,1,10,JAX,ATL,JAX09,run,0,0,113t Strong Run 20 Shotgun,113t,Strong,Shotgun,1-10poss,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DE Tanner Etaton,,,None,None,False,2,0,1,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,91,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,40,0,2,10,JAX,ATL,JAX09,run,13,0,122 Weak Run 21 Normal,122,Weak,Normal,1or2-10-12,34 Eagle,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,ILB Cesar Saffran,,,None,None,False,2,1,2,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,91,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,4,0,1,10,JAX,ATL,JAX22,pass,5,0,113t Strong Pass AYXZR 11012 Pistol,113t,Strong,Pistol,1-10earn,34 Eagle,Nickel Personnel,"Cover-1, Buzz",Blitz 1,None,None,Normal,OLB Donald Thornton,CB Ramon Johnstone,WLB M.Lake,None,None,False,,,3,11012,AYXZR,1,1,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,78,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,23,0,2,5,JAX,ATL,JAX27,pass,-5,0,113t Strong Pass ZRXA 895W Shotgun,113t,Strong,Shotgun,1or2-3-5,34 Eagle,Nickel Personnel,Cover-2,Blitz 2,None,None,Normal,Bart Debaere,,"['SILB F.Agbabian', 'RCB R.Johnstone']",None,None,False,,,4,895W,ZRXA,8,9,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,73,NORMAL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1Q,12,14,0,1,10,ATL,JAX,JAX43,pass,29,18,113t Pro Pass XRYZ 2501 Normal,113t,Pro,Normal,1-10poss,43 Over,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,Normal,CB Dennis Castellanos,,,None,None,False,,,5,2501,XRYZ,2,5,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,43,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,11,36,0,1,10,ATL,JAX,JAX14,run,7,0,113 Weak Run 21 Normal,113,Weak,Normal,1-10earn,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,CB Vince Rome,DE Joel Dearth,,None,None,False,2,1,6,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,14,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,4,0,2,3,ATL,JAX,JAX07,run,0,0,122 Weak Run 24 Normal,122,Weak,Normal,1or2-3-5,43 Over,Regular Personnel,Cover-2,No Blitz,None,None,Normal,OLB Orlando Brewer,S Jim Connell,,None,None,False,2,4,7,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,7,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,23,0,3,3,ATL,JAX,JAX07,run,5,0,131 I Run 24 Normal,131,I,Normal,3or4-3,43 Over,Regular Personnel,Cover-2,No Blitz,None,None,3long,DE Terrell Richmond,DT Mario Sampson,, OLB Deron Murphy,Offsides,False,2,4,8,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,7,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,13,0,1,2,ATL,JAX,JAX02,pass,-3,0,113t Weak Pass ZXYR 1101 Normal,113t,Weak,Normal,1or2opp6,43 Over,Regular Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,,,9,1101,ZXYR,1,1,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,2,OPP6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,9,36,0,2,5,ATL,JAX,JAX05,run,5,0,203 I Run 20 Normal,203,I,Normal,1or2opp6,43 Over,Regular Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,2,0,10,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,5,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1Q,9,7,1,1,10,JAX,ATL,JAX12,run,-2,0,131 I Run 27 Normal,131,I,Normal,1-10poss,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,S Kris Gargac,,,None,None,False,2,7,13,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,88,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1Q,8,33,1,2,12,JAX,ATL,JAX10,pass,0,0,221 Weak Pass TYZAB S04SS Normal,221,Weak,Normal,1or2-10-12,34 Eagle,Regular Personnel,"Cover-1, Buzz",Blitz 1,Double,None,Normal,,,LCB R.Johnstone,None,None,False,,,14,S04SS,TYZAB,S,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,90,NORMAL,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
1Q,8,26,1,3,12,JAX,ATL,JAX10,pass,0,0,113t Weak Pass YZXAR F25S9 Shotgun,113t,Weak,Shotgun,3or4-10-12,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,Double,None,3long,,,SILB C.Saffran,None,None,False,,,15,F25S9,YZXAR,F,2,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,90,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1Q,8,12,2,1,10,ATL,JAX,ATL49,scramble,9,0,113t I Pass ZXYAR 1F4SF Normal,113t,I,Normal,1-10poss,43 Over,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,DT Hunter Keith,,MLB B.Foster, C Ted Arnold,Offensive Holding,False,,,17,1F4SF,ZXYAR,1,F,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,51,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1Q,8,2,2,1,20,ATL,JAX,ATL39,run,4,0,230 I Run 21 Normal,230,I,Normal,1or2-13+,43 Over,Regular Personnel,Press-2,No Blitz,None,None,Normal,OLB Deron Murphy,ILB Brayden Foster,,None,None,False,2,1,18,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,61,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,7,26,2,2,16,ATL,JAX,ATL43,scramble,4,0,113t Pro Pass ZXAR SW2W Normal,113t,Pro,Normal,1or2-13+,43 Over,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,Normal,OLB Orlando Brewer,,,None,None,False,,,19,SW2W,ZXAR,S,W,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,57,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1Q,6,49,2,3,12,ATL,JAX,ATL47,pass,20,6,212 Strong Pass XAYZ 5S41 Normal,212,Strong,Normal,3or4-10-12,43 Over,Regular Personnel,Cover-4,No Blitz,None,None,3long,S Nickolas Grier,,,None,None,False,,,20,5S41,XAYZ,5,S,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,53,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1Q,6,5,2,1,10,ATL,JAX,JAX33,scramble,2,0,113t Pro Pass ZXAR SW2W Normal,113t,Pro,Normal,1-10earn,43 Over,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,S Jim Connell,,MLB B.Foster,None,None,False,,,21,SW2W,ZXAR,S,W,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,33,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1Q,5,25,2,2,8,ATL,JAX,JAX31,run,5,0,113t I Run 27 Normal,113t,I,Normal,1or2-6-9,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,DE Terrell Richmond,,,None,None,False,2,7,22,,,,,0,2054,Exhibition Week 5,Jacksonville,FL,98,calm,fair,31,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
