quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,33,0,1,10,NYG,BAL,NYG15,run,5,0,104 Strong Run 23 Shotgun,104,Strong,Shotgun,1-10poss,True 34,Dime Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,S Marquis Rough,OLB Javier Bullock,,None,None,False,2,3,1,,,,,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,85,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,13,59,0,2,5,NYG,BAL,NYG20,run,-2,0,203 Weak Run 24 Normal,203,Weak,Normal,1or2-3-5,True 34,Nickel Personnel,Press-2,No Blitz,None,Spy,Normal,OLB Javier Bullock,,,None,None,False,2,4,2,,,,,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1Q,13,33,0,3,7,NYG,BAL,NYG18,pass,0,0,122 I Pass ZXT 882 Normal,122,I,Normal,3or4-6-7,True 34,Regular Personnel,Cover-3 Sky,Blitz 1,None,None,3long,,,WILB J.Bullock,None,None,False,,,3,882,ZXT,8,8,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,82,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,13,19,1,1,10,BAL,NYG,NYG44,pass,6,0,212 Weak Pass YXZA SF3S Normal,212,Weak,Normal,1-10poss,43 Under,Regular Personnel,Press-1,Blitz 1,None,None,Normal,OLB Oscar Burks,,LCB R.Kieburtz,None,None,False,,,5,SF3S,YXZA,S,F,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,44,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,54,1,2,4,BAL,NYG,NYG38,pass,21,6,122 Pro Pass AYXZT F4S36 Normal,122,Pro,Normal,1or2-3-5,43 Under,Regular Personnel,Press-1,Blitz 1,None,None,Normal,CB Rick Kieburtz,S Joseph Merchant,WLB D.Gordon,None,None,False,,,6,F4S36,AYXZT,F,4,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,38,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,18,1,1,15,BAL,NYG,NYG22,pass,22,0,113 Strong Pass YXZAR 37806 Normal,113,Strong,Normal,1or2-13+,43 Under,Nickel Personnel,Cover-3 Cloud,Blitz 1,None,None,Normal,,,WLB O.Burks,None,None,False,,,8,37806,YXZAR,3,7,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,22,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1Q,11,45,2,1,10,NYG,BAL,NYG18,run,5,0,122 Strong Run 26 Shotgun,122,Strong,Shotgun,1-10poss,True 34,Regular Personnel,Cover-3 Sky,No Blitz,None,None,Normal,ILB Austin Barber,,,None,None,False,2,6,11,,,,,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,82,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,0,2,2,5,NYG,BAL,NYG23,pass,0,0,113t Pro Pass ARXZ 4W3D Normal,113t,Pro,Normal,1or2-3-5,True 34,Nickel Personnel,Cover-1,Blitz 1,Double,None,Normal,,,WLB J.Bullock,None,None,False,,,12,4W3D,ARXZ,4,W,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,77,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1Q,10,51,2,3,5,NYG,BAL,NYG23,pass,3,0,113 Strong Pass YRXZ 1S5S Normal,113,Strong,Normal,3or4-4-5,True 34,Nickel Personnel,Press-2,Blitz 2,None,None,3long,CB Gage Thompson,S Marquis Rough,"['SLB W.McWilliams', 'WLB J.Bullock']",None,None,False,,,13,1S5S,YRXZ,1,S,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,77,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,10,1,3,1,10,BAL,NYG,BAL20,pass,20,11,212 Weak Pass YZXA 1350 Normal,212,Weak,Normal,1-10poss,43 Under,Regular Personnel,Cover-3 Cloud,Blitz 1,None,None,Normal,ILB Griffin Miller,S Joseph Merchant,WLB D.Gordon,None,None,False,,,15,1350,YZXA,1,3,0,2058,Exhibition Week 3,New York (N),NY,59,10 ,fair,80,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
