,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,32,0,1,10,NOS,PIT,NOS35,reverse,6,0,005 Empty Rev. rev7 Normal,005,Empty,Normal,1-10poss,43 Under,Dime Personnel,Tampa-2,No Blitz,None,None,Normal,S Claude Whitfield,,,None,None,False,rev,7,1,,,,,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,65,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,13,54,0,2,4,NOS,PIT,NOS41,run,2,0,113t I Run 26 Normal,113t,I,Normal,1or2-3-5,43 Under,Nickel Personnel,Cover-1,No Blitz,None,None,Normal,S Kris Rogers,,,None,None,False,2,6,2,,,,,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,59,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,13,32,0,3,2,NOS,PIT,NOS43,run,11,0,113 I Run 24 Normal,113,I,Normal,3or4-2,43 Under,Nickel Personnel,Cover-1,No Blitz,None,None,3short,OLB Darren Horton,DT Geoff Martinez,,None,None,False,2,4,3,,,,,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,57,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,13,0,0,1,10,NOS,PIT,PIT46,run,6,0,113t I Run 22 Normal,113t,I,Normal,1-10earn,43 Under,Nickel Personnel,Cover-4,No Blitz,None,None,Normal,OLB Shannon O'Neill,,,None,None,False,2,2,4,,,,,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,46,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1Q,12,20,0,2,4,NOS,PIT,PIT40,run,2,0,122 I Run 26 Normal,122,I,Normal,1or2-3-5,43 Under,Regular Personnel,Press-2,No Blitz,None,None,Normal,CB Lewis Denham,,,None,None,False,2,6,5,,,,,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,40,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1Q,11,42,0,3,2,NOS,PIT,PIT38,pass,0,0,122 Strong Pass ZX 85 Normal,122,Strong,Normal,3or4-2,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,3short,,,,None,None,False,,,6,85,ZX,8,5,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,38,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
6,1Q,11,27,1,1,10,PIT,NOS,PIT20,run,4,0,122 I Run 17 Normal,122,I,Normal,1-10poss,43 Under,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,S Scott Humphrey,DT BABY Burkhammer,,None,None,False,1,7,8,,,,,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,10,49,1,2,6,PIT,NOS,PIT24,reverse,1,0,113t Pro Rev. rev0 Normal,113t,Pro,Normal,1or2-6-9,43 Under,Nickel Personnel,Press-2,No Blitz,None,None,Normal,S Scott Humphrey,,,None,None,False,rev,0,9,,,,,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,76,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,10,18,1,3,5,PIT,NOS,PIT25,pass,13,3,212 Pro Pass ZYX 151 Normal,212,Pro,Normal,3or4-4-5,43 Under,Regular Personnel,Press-2,No Blitz,None,None,3long,S Scott Humphrey,,,None,None,False,,,10,151,ZYX,1,5,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,1Q,9,43,1,1,10,PIT,NOS,PIT38,pass,0,0,113 Strong Pass YXZAR 07223 Normal,113,Strong,Normal,1-10earn,43 Under,Nickel Personnel,Press-2,No Blitz,None,None,Normal,,,,None,None,False,,,11,07223,YXZAR,0,7,0,2053,Exhibition Week 4,New Orleans,LA,89,3 ,fair,62,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
