,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
10,1Q,9,45,1,1,10,GBY,NYJ,GBY43,run,-4,0,113t I Run 22 Normal,113t,I,Normal,1-10earn,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Efrain Dunlap,OLB Ezekiel Malone,,None,None,False,2,2,13,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,57,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,1Q,9,18,1,2,14,GBY,NYJ,GBY39,pass,23,6,212 I Pass ZYXA 519S Normal,212,I,Normal,1or2-13+,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,Normal,OLB Ezekiel Malone,ILB Darien Rodgers,,None,None,False,,,14,519S,ZYXA,5,1,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,61,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12,1Q,8,37,1,1,10,GBY,NYJ,NYJ38,run,4,0,122 I Run 22 Normal,122,I,Normal,1-10earn,34 Eagle,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,OLB Ezekiel Malone,,,None,None,False,2,2,15,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,38,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,1Q,7,59,1,2,6,GBY,NYJ,NYJ34,run,2,0,113t I Run 27 Normal,113t,I,Normal,1or2-6-9,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Ezekiel Malone,S Levon Winslett,,None,None,False,2,7,16,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,34,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,1Q,7,37,1,3,4,GBY,NYJ,NYJ32,pass,0,0,113t Strong Pass ZXR 12S Normal,113t,Strong,Normal,3or4-4-5,34 Eagle,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,3long,,,,None,None,False,,,17,12S,ZXR,1,2,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,32,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
15,1Q,7,25,2,1,10,GBY,NYJ,NYJ27,run,9,0,113 I Run 23 Normal,113,I,Normal,1-10earn,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Efrain Dunlap,,,None,None,False,2,3,19,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,27,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,1Q,6,45,2,2,1,GBY,NYJ,NYJ18,pass,0,0,113t Strong Pass XRZ 074 Pistol,113t,Strong,Pistol,1or2-1-2,34 Eagle,Nickel Personnel,Press-1,No Blitz,None,None,Normal,,,,None,None,False,,,20,074,XRZ,0,7,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,18,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
17,1Q,6,39,2,3,1,GBY,NYJ,NYJ18,run,-1,0,113 I Run 23 Normal,113,I,Normal,3or4-1,34 Eagle,Nickel Personnel,Cover-1,No Blitz,None,None,3short,OLB Efrain Dunlap,DE Raymond Ismail,,None,None,False,2,3,21,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,18,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18,1Q,6,2,3,1,10,NYJ,GBY,NYJ25,scramble,6,0,122 I Pass TXZA 1SWF Normal,122,I,Normal,1-10poss,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,,,24,1SWF,TXZA,1,S,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,1Q,5,20,3,2,4,NYJ,GBY,NYJ31,pass,0,0,122 Weak Pass TXYZA F1662 Normal,122,Weak,Normal,1or2-3-5,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,,,,None,None,False,,,25,F1662,TXYZA,F,1,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,69,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
20,1Q,5,14,3,3,4,NYJ,GBY,NYJ31,run,2,0,122 Weak Run 25 Shotgun,122,Weak,Shotgun,3or4-4-5,43 Over,Regular Personnel,Cover-2,No Blitz,None,None,3long,DE Troy Wilkerson,DT Pasta Talley,,None,None,False,2,5,26,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,69,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,1Q,4,14,4,1,15,GBY,NYJ,GBY17,pass,-14,0,113 Pro Pass XZR 38F Normal,113,Pro,Normal,1or2-13+,34 Eagle,Nickel Personnel,Cover-2,No Blitz,Double,None,Normal,FLASH Fredrickson,,,None,None,False,,,29,38F,XZR,3,8,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,83,NORMAL,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
22,1Q,4,2,4,1,10,NYJ,GBY,GBY13,pass,13,0,212 Pro Pass XAYZ FF27 Shotgun,212,Pro,Shotgun,1-10poss,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,,,,None,None,False,,,30,FF27,XAYZ,F,F,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,13,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
23,1Q,3,36,5,1,10,GBY,NYJ,GBY21,reverse,13,0,104 I Rev. rev7 Normal,104,I,Normal,1-10poss,34 Eagle,Dime Personnel,Cover-2,No Blitz,None,None,Normal,CB Frederick Tanaka,,,None,None,False,rev,7,33,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,79,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,1Q,2,56,5,1,10,GBY,NYJ,GBY34,pass,6,0,113 Pro Pass XZR 38F Normal,113,Pro,Normal,1-10earn,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,ILB Darien Rodgers,,WLB E.Dunlap,None,None,False,,,34,38F,XZR,3,8,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,66,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
25,1Q,2,10,5,2,4,GBY,NYJ,GBY40,run,4,0,113t I Run 26 Normal,113t,I,Normal,1or2-3-5,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,ILB Darien Rodgers,CB Jerome Dotson,,None,None,False,2,6,35,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,60,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,1Q,1,41,5,1,10,GBY,NYJ,GBY44,run,0,0,212 I Run 22 Normal,212,I,Normal,1-10earn,34 Eagle,Regular Personnel,Cover-2,No Blitz,None,None,Normal,OLB Leslie Muirbrook,,,None,None,False,2,2,36,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,56,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,1Q,1,15,5,2,10,GBY,NYJ,GBY44,pass,14,0,212 Pro Pass XZ 5S Normal,212,Pro,Normal,1or2-10-12,34 Eagle,Regular Personnel,Cover-2,No Blitz,Double,None,Normal,S Donovan Casares,,,None,None,False,,,37,5S,XZ,5,S,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,56,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
28,1Q,0,42,5,1,10,GBY,NYJ,NYJ42,pass,3,0,113t Strong Pass XRZ 074 Pistol,113t,Strong,Pistol,1-10earn,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,S Levon Winslett,OLB Efrain Dunlap,SLB E.Malone,None,None,False,,,38,074,XRZ,0,7,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,42,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
29,1Q,0,11,5,2,7,GBY,NYJ,NYJ39,run,1,0,122 I Run 27 Normal,122,I,Normal,1or2-6-9,34 Eagle,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,DT Roberto Funderburk,,,None,None,False,2,7,39,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,39,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,2Q,15,0,5,3,6,GBY,NYJ,NYJ38,pass,0,0,212 Weak Pass YAXZ 4226 Normal,212,Weak,Normal,3or4-6-7,34 Eagle,Regular Personnel,Cover-3 Sky,No Blitz,None,None,3long,,,,None,None,False,,,41,4226,YAXZ,4,2,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,38,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
31,2Q,14,44,6,1,10,NYJ,GBY,NYJ20,pass,0,0,113t Pro Pass RZXA 343S Normal,113t,Pro,Normal,1-10poss,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,,,,None,None,False,,,43,343S,RZXA,3,4,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,80,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
32,2Q,14,38,6,2,10,NYJ,GBY,NYJ20,pass,0,0,113t I Pass XYZAR 21F20 Normal,113t,I,Normal,1or2-10-12,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,,,44,21F20,XYZAR,2,1,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,80,NORMAL,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
33,2Q,14,31,6,3,10,NYJ,GBY,NYJ20,pass,0,0,221 Pro Pass YATZB 8SS32 Shotgun,221,Pro,Shotgun,3or4-10-12,43 Over,Regular Personnel,"Cover-1, Buzz",Blitz 1,None,None,3long,,,SLB B.Bell,None,None,False,,,45,8SS32,YATZB,8,S,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,80,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
34,2Q,14,17,7,1,10,GBY,NYJ,GBY39,reverse,-6,0,014 Empty Rev. rev7 Normal,014,Empty,Normal,1-10poss,34 Eagle,Dime Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,S Levon Winslett,,,None,None,False,rev,7,47,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,61,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35,2Q,13,49,7,2,16,GBY,NYJ,GBY33,pass,0,0,113 Strong Pass XZAR 322F Shotgun,113,Strong,Shotgun,1or2-13+,34 Eagle,Nickel Personnel,Cover-2,No Blitz,Double,None,Normal,,,,None,None,False,,,48,322F,XZAR,3,2,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,67,NORMAL,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
36,2Q,13,43,7,3,16,GBY,NYJ,GBY33,pass,0,0,122 Pro Pass ZYXT 6W71 Normal,122,Pro,Normal,3or4-13-16,34 Eagle,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,3long,,,,None,None,False,,,49,6W71,ZYXT,6,W,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,67,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
37,2Q,13,28,8,1,10,NYJ,GBY,NYJ40,run,-2,0,221 Pro Run 27 Shotgun,221,Pro,Shotgun,1-10poss,43 Over,Regular Personnel,Press-1,No Blitz,None,None,Normal,ILB Axel Gillespie,DE Troy Wilkerson,,None,None,False,2,7,51,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,60,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,2Q,13,4,8,2,12,NYJ,GBY,NYJ38,run,5,0,113 I Run 24 Normal,113,I,Normal,1or2-10-12,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,DT Zack Jenkins,S Carlton Stephenson,,None,None,False,2,4,52,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,62,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,2Q,12,42,8,3,7,NYJ,GBY,NYJ43,pass,-49,0,113t Strong Pass XRYZA 1S0S0 Normal,113t,Strong,Normal,3or4-6-7,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,3long,,,,None,None,False,,,53,1S0S0,XRYZA,1,S,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,57,NORMAL,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
40,2Q,12,32,9,1,10,NYJ,GBY,NYJ25,pass,27,8,113 Weak Pass ZAXYR 72249 Normal,113,Weak,Normal,1-10earn,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,,,56,72249,ZAXYR,7,2,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41,2Q,11,47,9,1,10,NYJ,GBY,GBY48,pass,24,23,113 Weak Pass ZXYAR S8SS1 Shotgun,113,Weak,Shotgun,1-10earn,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,,,57,S8SS1,ZXYAR,S,8,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,48,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
42,2Q,11,7,9,1,10,NYJ,GBY,GBY24,run,5,0,122 Strong Run 25 Normal,122,Strong,Normal,1-10earn,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,ILB Axel Gillespie,DT Zack Jenkins,,None,None,False,2,5,58,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,24,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,2Q,10,40,9,2,5,NYJ,GBY,GBY19,pass,14,1,113t Pro Pass RZXA 343S Normal,113t,Pro,Normal,1or2-3-5,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,S Bill Faumui,,,None,None,False,,,59,343S,RZXA,3,4,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,19,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
44,2Q,9,57,9,1,5,NYJ,GBY,GBY05,pass,5,0,122 Pro Pass ATXYZ W8WWW Normal,122,Pro,Normal,1or2opp6,43 Over,Regular Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,,,,None,None,False,,,60,W8WWW,ATXYZ,W,8,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,5,OPP6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
45,2Q,9,22,10,1,10,GBY,NYJ,GBY24,scramble,0,0,113 Pro Pass YXZAR 311SS Normal,113,Pro,Normal,1-10poss,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,OLB Efrain Dunlap,,SLB E.Malone,None,None,False,,,63,311SS,YXZAR,3,1,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,76,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,2Q,8,47,10,2,10,GBY,NYJ,GBY24,pass,16,9,113 Pro Pass XAYZR 4F127 Normal,113,Pro,Normal,1or2-10-12,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,ILB Darien Rodgers,S Donovan Casares,SLB E.Malone,None,None,False,,,64,4F127,XAYZR,4,F,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,76,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
47,2Q,8,9,10,1,10,GBY,NYJ,GBY40,run,3,0,122 I Run 23 Normal,122,I,Normal,1-10earn,34 Eagle,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,ILB Leonardo Clements,S Levon Winslett,,None,None,False,2,3,65,,,,,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,60,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,2Q,7,45,10,2,7,GBY,NYJ,GBY43,pass,0,0,113 Pro Pass YXZAR 311SS Normal,113,Pro,Normal,1or2-6-9,34 Eagle,Nickel Personnel,Cover-2,Blitz 1,None,None,Normal,,,WLB E.Dunlap,None,None,False,,,66,311SS,YXZAR,3,1,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,57,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
49,2Q,7,31,10,3,12,GBY,NYJ,GBY38,pass,11,0,122 Strong Pass XZ 58 Normal,122,Strong,Normal,3or4-10-12,34 Eagle,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,3long,S Donovan Casares,,, TE Amari Lucio,Offensive Holding,False,,,68,58,XZ,5,8,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,62,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
50,2Q,7,20,11,1,10,NYJ,GBY,NYJ20,pass,23,18,113t Strong Pass XZYAR D46SS Shotgun,113t,Strong,Shotgun,1-10poss,43 Over,Nickel Personnel,Man to Man,No Blitz,None,None,Normal,CB Cris Coker,,,None,None,False,,,70,D46SS,XZYAR,D,4,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,80,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
51,2Q,6,50,11,1,10,NYJ,GBY,NYJ43,scramble,8,0,113t Strong Pass XRYZA 1S0S0 Normal,113t,Strong,Normal,1-10earn,43 Over,Nickel Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,OLB Charles Moore,,,None,None,False,,,71,1S0S0,XRYZA,1,S,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,57,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,2Q,6,28,11,2,2,NYJ,GBY,GBY49,scramble,4,0,023 Empty Pass YZXRT 527S0 Normal,023,Empty,Normal,1or2-1-2,43 Over,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,Normal,CB Collin Maxwell,,,None,None,False,,,72,527S0,YZXRT,5,2,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,49,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,2Q,6,0,11,1,10,NYJ,GBY,GBY45,pass,12,0,122 I Pass ZTXYA W440F Normal,122,I,Normal,1-10earn,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,CB CASH Coker,,,None,None,False,,,73,W440F,ZTXYA,W,4,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,45,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
54,2Q,5,37,11,1,10,NYJ,GBY,GBY33,pass,-6,0,122 I Pass TXZA 1SWF Normal,122,I,Normal,1-10earn,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,,,,None,None,False,,,74,1SWF,TXZA,1,S,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,33,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55,2Q,5,19,11,2,16,NYJ,GBY,GBY39,pass,23,15,221 Pro Pass YBZ 411 Shotgun,221,Pro,Shotgun,1or2-13+,43 Over,Regular Personnel,Press-1,No Blitz,None,None,Normal,S Dakota Burmbaugh,CB Ron Pirker,,None,None,False,,,75,411,YBZ,4,1,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,39,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
56,2Q,4,56,11,1,10,NYJ,GBY,GBY16,scramble,6,0,122 Strong Pass ZYXA S420 Shotgun,122,Strong,Shotgun,1-10earn,43 Over,Regular Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,OLB Charles Moore,,,None,None,False,,,76,S420,ZYXA,S,4,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,16,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,2Q,4,27,11,2,9,NYJ,GBY,GBY15,pass,5,1,212 Pro Pass XAYZ FF27 Shotgun,212,Pro,Shotgun,1or2-6-9,43 Over,Regular Personnel,Man to Man,No Blitz,None,None,Normal,OLB Philip Lukes,,,None,None,False,,,78,FF27,XAYZ,F,F,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,15,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
58,2Q,4,2,11,3,4,NYJ,GBY,GBY10,pass,7,6,122 Weak Pass TXYZA F1662 Normal,122,Weak,Normal,3or4-4-5,43 Over,Regular Personnel,Cover-2,Blitz 1,None,None,3long,OLB Philip Lukes,,SLB B.Bell,None,None,False,,,79,F1662,TXYZA,F,1,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,10,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
59,2Q,3,39,11,1,3,NYJ,GBY,GBY03,pass,-1,0,221 Weak Pass ZBYA 0SF1 Normal,221,Weak,Normal,1or2opp6,43 Over,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,Claude Crowninshield,,,None,None,False,,,80,0SF1,ZBYA,0,S,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,3,OPP6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
60,2Q,3,31,11,1,10,GBY,NYJ,GBY02,pass,27,10,230 Weak Pass TYB 542 Normal,230,Weak,Normal,1or2own5,34 Eagle,Regular Personnel,Press-1,No Blitz,None,None,Normal,CB Frederick Tanaka,,,None,None,False,,,81,542,TYB,5,4,0,2053,Exhibition Week 2,New York (A),NJ,66,5 ,fair,98,OWN5,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
