,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,CIN,CAR,CIN25,pass,14,13,104 Strong Pass SXRZA 05184 Shotgun,104,Strong,Shotgun,1-10poss,True 34,Dime Personnel,Cover-2,Blitz 1,Double,None,Normal,CB Drew O'Toole,,WLB L.Gadsden,None,None,False,,,1,05184,SXRZA,0,5,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1Q,14,21,0,1,10,CIN,CAR,CIN39,run,11,0,212 Pro Run 20 Shotgun,212,Pro,Shotgun,1-10earn,True 34,Regular Personnel,Cover-2,No Blitz,None,None,Normal,ILB Bryant Willis,,,None,None,False,2,0,2,,,,,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,61,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,13,52,0,1,10,CIN,CAR,CAR50,pass,3,1,221 Pro Pass TYZA F704 Shotgun,221,Pro,Shotgun,1-10earn,True 34,Regular Personnel,"Cover-1, Buzz",Blitz 1,None,None,Normal,ILB Christian David,,WILB B.Willis, C Jason McDuffee,Offensive Holding,False,,,3,F704,TYZA,F,7,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,50,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,1Q,13,44,0,1,20,CIN,CAR,CIN40,pass,28,11,122 Strong Pass YXZAT 52S28 Shotgun,122,Strong,Shotgun,1or2-13+,True 34,Regular Personnel,Cover-2,Blitz 1,Double,None,Normal,ILB Christian David,,WILB B.Willis,None,None,False,,,4,52S28,YXZAT,5,2,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,60,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
4,1Q,13,14,0,1,10,CIN,CAR,CAR32,run,5,0,131 Weak Run 20 Shotgun,131,Weak,Shotgun,1-10earn,True 34,Regular Personnel,Cover-1,No Blitz,None,None,Normal,DT Mark Beadnell,,, C Jeffery Neufield,Offensive Holding,False,2,0,5,,,,,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,32,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1Q,13,5,0,1,20,CIN,CAR,CAR42,run,4,0,122 Weak Run 25 Shotgun,122,Weak,Shotgun,1or2-13+,True 34,Regular Personnel,Cover-2,No Blitz,None,None,Normal,ILB Bryant Willis,ILB Jimmy Blackburn,,None,None,False,2,5,6,,,,,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,42,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,12,30,0,2,16,CIN,CAR,CAR38,pass,-2,0,005 Shotgun Pass RVXZS SS8D8 Normal,005,Shotgun,Normal,1or2-13+,True 34,Dime Personnel,Cover-2,Blitz 2,None,None,Normal,DE Tombstone McConnell,,"['SLB J.Blackburn', 'WLB L.Gadsden']",None,None,False,,,7,SS8D8,RVXZS,S,S,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,38,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1Q,11,44,0,3,18,CIN,CAR,CAR40,pass,0,0,014 Shotgun Pass YRXZS 670D3 Normal,014,Shotgun,Normal,3or4-17+,True 34,Dime Personnel,Cover-2,Blitz 1,None,None,3long,,,WLB L.Gadsden,None,None,False,,,8,670D3,YRXZS,6,7,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,40,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
8,1Q,11,30,1,1,10,CAR,CIN,CAR20,run,-1,0,212 Pro Run 20 Pistol,212,Pro,Pistol,1-10poss,43 Under,Regular Personnel,Press-2,No Blitz,None,None,Normal,DT Bryant Stone,S Slam Kremers,,None,None,False,2,0,10,,,,,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,1Q,11,7,1,2,11,CAR,CIN,CAR19,run,3,0,113t Strong Run 22 Shotgun,113t,Strong,Shotgun,1or2-10-12,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DT Dakota Campos,,,None,None,False,2,2,11,,,,,0,2053,Exhibition Week 4,Carolina,NC,80,1 ,fair,81,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
