,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,34,0,1,10,BUF,SFO,BUF36,run,-1,0,122 Strong Run 24 Normal,122,Strong,Normal,1-10poss,True 34,Regular Personnel,Press-2,No Blitz,None,None,Normal,ILB Kyle Tyler,DE Brenden Rasmussen,,None,None,False,2,4,1,,,,,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,64,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1Q,14,3,0,2,11,BUF,SFO,BUF35,pass,6,0,122 Weak Pass TAXYZ 34W21 Normal,122,Weak,Normal,1or2-10-12,True 34,Regular Personnel,Press-2,Blitz 1,None,None,Normal,ILB Kyle Tyler,,WLB K.Nichols,None,None,False,,,2,34W21,TAXYZ,3,4,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,65,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1Q,13,23,0,3,5,BUF,SFO,BUF41,scramble,0,0,122 Strong Pass XZYAT 532S1 Normal,122,Strong,Normal,3or4-4-5,True 34,Regular Personnel,Cover-2,Blitz 2,None,None,3long,CB Angel Wilson,S Sammie Coleman,"['SLB K.Nichols', 'WLB E.Montanez']",None,None,False,,,3,532S1,XZYAT,5,3,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,59,NORMAL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,13,11,0,1,10,SFO,BUF,BUF31,run,7,0,122 Strong Run 20 Normal,122,Strong,Normal,1-10poss,34 Eagle,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,ILB Oscar Burks,OLB Quentin Stevens,,None,None,False,2,0,4,,,,,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,31,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1Q,12,37,0,2,3,SFO,BUF,BUF24,pass,3,1,104 Strong Pass XSRZ S255 Normal,104,Strong,Normal,1or2-3-5,34 Eagle,Dime Personnel,Cover-2,Blitz 1,None,None,Normal,ILB Clyde Rivera,,RCB D.McGregor,None,None,False,,,5,S255,XSRZ,S,2,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,24,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1Q,12,7,0,1,10,SFO,BUF,BUF21,run,6,0,113t Strong Run 27 Normal,113t,Strong,Normal,1-10earn,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,Spy,Normal,ILB Ty Dehaven,,,None,None,False,2,7,6,,,,,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,21,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,11,39,0,2,4,SFO,BUF,BUF15,run,11,0,122 I Run 26 Normal,122,I,Normal,1or2-3-5,34 Eagle,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,ILB Oscar Burks,ILB Ty Dehaven,,None,None,False,2,6,7,,,,,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,15,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,10,59,0,1,4,SFO,BUF,BUF04,run,0,0,212 Pro Run 23 Normal,212,Pro,Normal,1or2opp6,34 Eagle,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,CB Johnathan Beale,ILB Ty Dehaven,,None,None,False,2,3,8,,,,,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,4,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,10,28,0,2,9,SFO,BUF,BUF09,run,2,0,113 Weak Run 26 Normal,113,Weak,Normal,1or2-6-9,34 Eagle,Nickel Personnel,Cover-2,No Blitz,None,Spy,Normal,OLB Quentin Stevens,ILB Ty Dehaven,,None,None,False,2,6,10,,,,,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,9,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,1Q,9,56,0,3,7,SFO,BUF,BUF07,scramble,7,0,122 Strong Pass TZXYA 3WW1S Normal,122,Strong,Normal,3or4-6-7,34 Eagle,Regular Personnel,Cover-1,Blitz 2,None,None,3long,,,"['SILB C.Rivera', 'WLB C.Vega']",None,None,False,,,11,3WW1S,TZXYA,3,W,0,2053,Exhibition Week 3,San Francisco,CA,77,3 ,rain,7,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
