,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,DEN,LAR,DEN25,run,2,0,113t Strong Run 27 Pistol,113t,Strong,Pistol,1-10poss,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,DE pass Clemons,S Butch Hefner,,None,None,False,2,7,1,,,,,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,14,21,0,2,8,DEN,LAR,DEN27,pass,18,12,113t Strong Pass YRXZ 121D Shotgun,113t,Strong,Shotgun,1or2-6-9,True 34,Nickel Personnel,Press-2,Blitz 2,None,None,Normal,CB Donnell Greene,,"['SILB J.Gregg', 'WLB M.Nichols']",None,None,False,,,2,121D,YRXZ,1,2,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,73,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1Q,13,56,0,1,10,DEN,LAR,DEN45,pass,7,0,104 I Pass ARXZS 284SF Normal,104,I,Normal,1-10earn,True 34,Dime Personnel,Cover-4,Blitz 1,None,None,Normal,OLB Malcolm Halvorson,,WLB R.Fields,None,None,False,,,3,284SF,ARXZS,2,8,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,55,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,1Q,13,36,0,2,3,DEN,LAR,LAR48,run,7,0,212 Pro Run 20 Normal,212,Pro,Normal,1or2-3-5,True 34,Regular Personnel,Cover-1,No Blitz,None,None,Normal,S run long Hefner,,, C Byron Stiles,Offensive Holding,False,2,0,4,,,,,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,48,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1Q,13,30,0,2,13,DEN,LAR,DEN42,run,-3,0,203 Pro Run 36 Shotgun,203,Pro,Shotgun,1or2-13+,True 34,Nickel Personnel,Press-1,No Blitz,None,None,Normal,S Brandon Allamon,,,None,None,False,3,6,5,,,,,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,58,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1Q,12,59,0,3,16,DEN,LAR,DEN39,pass,0,0,131 I Pass TYZU 2770 Normal,131,I,Normal,3or4-13-16,True 34,Regular Personnel,Press-2,Blitz 1,None,None,3long,,,WILB R.Fields,None,None,False,,,6,2770,TYZU,2,7,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,61,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6,1Q,12,47,1,1,10,LAR,DEN,LAR39,pass,-7,0,203 Strong Pass RZXA 10F1 Normal,203,Strong,Normal,1-10poss,43 Over,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,,,MLB J.Kowal,None,None,False,,,8,10F1,RZXA,1,0,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,61,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,12,1,1,2,17,LAR,DEN,LAR32,run,4,0,113 Weak Run 21 Shotgun,113,Weak,Shotgun,1or2-13+,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,CB Erik Hoekstra,,,None,None,False,2,1,9,,,,,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,68,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,11,35,1,3,13,LAR,DEN,LAR36,pass,11,3,113t Pro Pass YRXZA 20060 Normal,113t,Pro,Normal,3or4-13-16,43 Over,Nickel Personnel,Press-2,Blitz 1,None,None,3long,OLB Emmett Ruggiero,,LCB E.Hoekstra,None,None,False,,,10,20060,YRXZA,2,0,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,64,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,1Q,10,32,2,1,15,DEN,LAR,DEN13,pass,8,4,113 Weak Pass YXZR 027S Normal,113,Weak,Normal,1or2-13+,True 34,Nickel Personnel,Cover-4,Blitz 1,None,None,Normal,CB Ken Ellard,,WLB M.Nichols, DT Nick Clem,Offsides,False,,,13,027S,YXZR,0,2,0,2053,Exhibition Week 4,Los Angeles (N),MO,79,11 ,fair,87,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
