,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,32,0,1,10,SEA,LAV,SEA30,run,7,0,113t I Run 25 Normal,113t,I,Normal,1-10poss,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,ILB Josue Hoffman,,,None,None,False,2,5,1,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,70,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,14,7,0,2,3,SEA,LAV,SEA37,run,0,0,113t Weak Run 26 Normal,113t,Weak,Normal,1or2-3-5,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,DT Al Winslett,,,None,None,False,2,6,2,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,13,29,0,3,3,SEA,LAV,SEA37,run,8,0,113t I Run 25 Normal,113t,I,Normal,3or4-3,True 34,Nickel Personnel,Cover-2,No Blitz,None,None,3long,OLB Jacob MaKinster,,,None,None,False,2,5,3,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,13,3,0,1,10,SEA,LAV,SEA45,run,1,0,113t Weak Run 26 Normal,113t,Weak,Normal,1-10earn,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,S Neil Davis,,,None,None,False,2,6,4,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,55,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1Q,12,32,0,2,9,SEA,LAV,SEA46,pass,5,0,014t Empty Pass XYZRS 2FWW0 Normal,014t,Empty,Normal,1or2-6-9,True 34,Dime Personnel,Press-2,No Blitz,Double,None,Normal,S Neil Davis,,,None,None,False,,,5,2FWW0,XYZRS,2,F,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,54,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5,1Q,12,4,0,3,4,SEA,LAV,LAV49,run,-3,0,113t I Run 20 Normal,113t,I,Normal,3or4-4-5,True 34,Nickel Personnel,Cover-2,No Blitz,None,None,3long,CB Tony Jozwiak,OLB Jacob MaKinster,,None,None,False,2,0,6,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,49,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,1Q,11,14,1,1,10,LAV,SEA,SEA32,scramble,14,0,113 Strong Pass XRZA F74S Pistol,113,Strong,Pistol,1-10poss,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,Normal,DT Luis Fulcher,,,None,None,False,,,8,F74S,XRZA,F,7,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,32,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,10,37,1,1,10,LAV,SEA,SEA18,pass,0,0,113t Weak Pass ZXAR 1129 Pistol,113t,Weak,Pistol,1-10earn,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,Normal,Jason Perez,,,None,None,False,,,9,1129,ZXAR,1,1,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,18,NORMAL,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,10,27,1,1,10,SEA,LAV,SEA09,run,10,0,104 Strong Run 26 Normal,104,Strong,Normal,1-10poss,True 34,Dime Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,CB Tony Jozwiak,S Britt Gonzalez,,None,None,False,2,6,10,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,91,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,1Q,9,58,1,1,10,SEA,LAV,SEA19,pass,4,0,212 Weak Pass BZXY 1WW0 Normal,212,Weak,Normal,1-10earn,True 34,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,OLB Logan Manabe,,,None,None,False,,,11,1WW0,BZXY,1,W,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,81,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
10,1Q,9,36,1,2,6,SEA,LAV,SEA23,pass,0,0,203 Weak Pass BXRZA 13453 Normal,203,Weak,Normal,1or2-6-9,True 34,Nickel Personnel,Cover-2,No Blitz,Double,None,Normal,,,,None,None,False,,,12,13453,BXRZA,1,3,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,77,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
11,1Q,9,31,1,3,6,SEA,LAV,SEA23,pass,12,5,212 Strong Pass YBXZ 2325 Normal,212,Strong,Normal,3or4-6-7,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,3long,S Neil Davis,,,None,None,False,,,13,2325,YBXZ,2,3,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,77,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
12,1Q,8,47,1,1,10,SEA,LAV,SEA35,run,7,0,113t I Run 21 Normal,113t,I,Normal,1-10earn,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,DT Al Winslett,,,None,None,False,2,1,14,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,65,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,1Q,8,17,1,2,3,SEA,LAV,SEA42,run,-2,0,113t I Run 26 Normal,113t,I,Normal,1or2-3-5,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,OLB Jacob MaKinster,,, RB Colton Fuller,an Illegal Formation,False,2,6,15,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,58,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14,1Q,8,7,1,3,5,SEA,LAV,SEA40,run,5,0,113t I Run 27 Normal,113t,I,Normal,3or4-4-5,True 34,Nickel Personnel,Cover-2,No Blitz,None,None,3long,S Neil Davis,S Britt Gonzalez,,None,None,False,2,7,16,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,60,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,1Q,7,42,1,1,10,SEA,LAV,SEA45,pass,0,0,104 Pro Pass XZRAS 1440S Normal,104,Pro,Normal,1-10earn,True 34,Dime Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,,,,None,None,False,,,17,1440S,XZRAS,1,4,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,55,NORMAL,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
16,1Q,7,38,1,2,10,SEA,LAV,SEA45,pass,0,0,122 Weak Pass XYZAT 32FW1 Normal,122,Weak,Normal,1or2-10-12,True 34,Regular Personnel,Cover-2,No Blitz,Double,None,Normal,,,,None,None,False,,,18,32FW1,XYZAT,3,2,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,55,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
17,1Q,7,32,1,3,10,SEA,LAV,SEA45,pass,0,0,113t Strong Pass YZXR 3142 Normal,113t,Strong,Normal,3or4-10-12,True 34,Nickel Personnel,Cover-2,Blitz 1,None,None,3long,,,WLB V.Henry,None,None,False,,,19,3142,YZXR,3,1,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,55,NORMAL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
18,1Q,7,17,2,1,10,LAV,SEA,LAV23,run,0,0,113 Strong Run 24 Shotgun,113,Strong,Shotgun,1-10poss,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,Normal,CB Rodney Robbins,ILB Brenden McIntyre,,None,None,False,2,4,21,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,77,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,1Q,6,52,2,2,10,LAV,SEA,LAV23,run,-4,0,113t Strong Run 22 Pistol,113t,Strong,Pistol,1or2-10-12,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,OLB Colton Wilcox,DE Donte McKyer,,None,None,False,2,2,22,,,,,0,2053,Exhibition Week 2,Las Vegas ,CA,56,7 ,fair,77,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
