,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,CLE,CAR,CLE25,pass,0,0,212 Weak Pass YXZA 1093 Normal,212,Weak,Normal,1-10poss,True 34,Regular Personnel,Cover-1,Blitz 2,Double,None,Normal,,,"['WILB A.Haluska', 'WLB C.Becker']",None,None,False,,,1,1093,YXZA,1,0,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,75,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1,1Q,14,53,0,2,10,CLE,CAR,CLE25,pass,-2,1,122 Weak Pass AZXY S0D1 Normal,122,Weak,Normal,1or2-10-12,True 34,Regular Personnel,Cover-2,Blitz 2,None,None,Normal,CB Dexter Hanks,,"['WILB A.Haluska', 'WLB C.Becker']",None,None,False,,,2,S0D1,AZXY,S,0,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1Q,14,8,0,3,12,CLE,CAR,CLE23,pass,34,0,023 Pistol Pass ZRXY 9890 Normal,023,Pistol,Normal,3or4-10-12,True 34,Nickel Personnel,Cover-2,Blitz 1,None,None,3long,S Cooper Hines,,WLB C.Becker,None,None,False,,,3,9890,ZRXY,9,8,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,77,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,1Q,13,32,0,1,10,CLE,CAR,CAR43,run,10,0,122 I Run 27 Normal,122,I,Normal,1-10earn,True 34,Regular Personnel,Cover-2,No Blitz,None,None,Normal,DE Douglas Geary,,,None,None,False,2,7,4,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,43,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1Q,12,58,0,1,10,CLE,CAR,CAR33,run,14,0,212 Pro Run 25 Shotgun,212,Pro,Shotgun,1-10earn,True 34,Regular Personnel,Cover-1,No Blitz,None,None,Normal,S Tommy Armstrong,,,None,None,False,2,5,5,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,33,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1Q,12,21,0,1,10,CLE,CAR,CAR19,run,9,0,122 I Run 20 Normal,122,I,Normal,1-10earn,True 34,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,ILB Bryant Willis,S Lukas Gadsden,,None,None,False,2,0,6,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,19,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,11,41,0,2,1,CLE,CAR,CAR10,run,9,0,122 I Cntr. 25 Normal,122,I,Normal,1or2-1-2,True 34,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,ILB Bryant Willis,S Lukas Gadsden,,None,None,False,2,5,7,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,10,NORMAL,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,1Q,11,11,0,1,1,CLE,CAR,CAR01,run,-1,0,113 I Run 27 Normal,113,I,Normal,1or2opp6,True 34,Goal Line Personnel,"Man to Man, Buzz",No Blitz,None,None,Normal,DT Mark Beadnell,,,None,None,False,2,7,8,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,1,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,1Q,10,46,0,2,2,CLE,CAR,CAR02,run,2,0,203 I Run 26 Normal,203,I,Normal,1or2opp6,True 34,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,,,,None,None,False,2,6,9,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,2,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9,1Q,10,39,1,1,10,CAR,CLE,CAR25,run,9,0,212 Pro Run 20 Pistol,212,Pro,Pistol,1-10poss,34 Eagle,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,S J,,, T Ezekiel Calvin,Offensive Holding,False,2,0,12,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,1Q,10,18,1,1,30,CAR,CLE,CAR05,run,5,0,113t Strong Cntr. 22 Pistol,113t,Strong,Pistol,1or2own5,34 Eagle,Nickel Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,CB Miguel Blufer,,,None,None,False,2,2,15,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,95,OWN5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11,1Q,9,36,1,2,25,CAR,CLE,CAR10,run,7,0,212 Pro Run 20 Pistol,212,Pro,Pistol,1or2-13+,34 Eagle,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,ILB Brent Greer,,,None,None,False,2,0,16,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,90,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,1Q,9,13,1,3,18,CAR,CLE,CAR17,pass,16,5,212 Pro Pass YAXZB 40FW0 Shotgun,212,Pro,Shotgun,3or4-17+,34 Eagle,Regular Personnel,Cover-3 Cloud,Blitz 1,None,None,3long,S Jeremiah Diekoff,,WILB P.Gutting,None,None,False,,,17,40FW0,YAXZB,4,0,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,83,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
13,1Q,8,31,2,1,10,CLE,CAR,CLE41,run,5,0,212 Pro Run 20 Pistol,212,Pro,Pistol,1-10poss,True 34,Regular Personnel,Cover-2,No Blitz,None,None,Normal,DE William Woodson,,,None,None,False,2,0,19,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,59,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,1Q,7,47,2,2,5,CLE,CAR,CLE46,pass,5,0,221 Pro Pass BTYZ S289 Pistol,221,Pro,Pistol,1or2-3-5,True 34,Regular Personnel,"Cover-1, Buzz",Blitz 1,None,None,Normal,ILB A,,WLB C.Becker,None,None,False,,,20,S289,BTYZ,S,2,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,54,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15,1Q,7,14,2,1,10,CLE,CAR,CAR49,run,1,0,212 Pro Run 26 Shotgun,212,Pro,Shotgun,1-10earn,True 34,Regular Personnel,Cover-2,No Blitz,None,None,Normal,DE William Woodson,,,None,None,False,2,6,21,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,49,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,1Q,6,44,2,2,9,CLE,CAR,CAR48,pass,8,2,113 Weak Pass ZYXR 0138 Normal,113,Weak,Normal,1or2-6-9,True 34,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,OLB Corbin Richardson,,WLB C.Becker,None,None,False,,,22,0138,ZYXR,0,1,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,48,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,1Q,6,11,2,3,1,CLE,CAR,CAR40,run,12,0,113 I Run 24 Normal,113,I,Normal,3or4-1,True 34,Nickel Personnel,"Man to Man, Buzz",No Blitz,None,None,3short,ILB Christian David,DE Brant Sorrells,,None,None,False,2,4,23,,,,,0,2053,Exhibition Week 1,Cleveland,OH,65,8 ,rain,40,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
