,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,34,0,1,10,NED,SFO,NED42,pass,13,10,113 Weak Pass XZYAR 1S031 Shotgun,113,Weak,Shotgun,1-10poss,True 34,Nickel Personnel,Press-2,Blitz 2,None,None,Normal,S Quinn Donhoff,CB Lester Bays,"['SILB K.Tyler', 'WLB K.Nichols']",None,None,False,,,1,1S031,XZYAR,1,S,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,58,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1Q,14,5,0,1,10,NED,SFO,SFO45,run,9,0,212 Strong Run 22 Normal,212,Strong,Normal,1-10earn,True 34,Regular Personnel,Press-2,No Blitz,None,None,Normal,OLB Kody Nichols,S Sammie Coleman,,None,None,False,2,2,2,,,,,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,45,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,13,44,0,2,1,NED,SFO,SFO36,pass,22,0,113t Weak Pass ZRX 748 Shotgun,113t,Weak,Shotgun,1or2-1-2,True 34,Nickel Personnel,Cover-3 Cloud,Blitz 1,None,None,Normal,CB Enrique Montanez,,WLB K.Nichols,None,None,False,,,3,748,ZRX,7,4,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,36,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,1Q,13,10,0,1,10,NED,SFO,SFO14,run,6,0,122 Weak Run 26 Shotgun,122,Weak,Shotgun,1-10earn,True 34,Regular Personnel,"Cover-1, Buzz",No Blitz,None,None,Normal,DE Brenden Rasmussen,,,None,None,False,2,6,4,,,,,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,14,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1Q,12,45,0,2,4,NED,SFO,SFO08,run,-3,0,113t I Run 26 Normal,113t,I,Normal,1or2-3-5,True 34,Nickel Personnel,Press-2,No Blitz,None,None,Normal,OLB Kody Nichols,,,None,None,False,2,6,5,,,,,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,8,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1Q,12,1,0,3,12,NED,SFO,SFO16,pass,0,0,212 Strong Pass XYZAB 42W3S Normal,212,Strong,Normal,3or4-10-12,True 34,Regular Personnel,Press-2,Blitz 2,None,None,3long,,,"['SILB J.Ostrow', 'WILB E.Delgado']",None,None,False,,,7,42W3S,XYZAB,4,2,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,16,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6,1Q,11,50,1,1,10,SFO,NED,SFO25,run,-1,0,122 Strong Run 20 Normal,122,Strong,Normal,1-10poss,43 Over,Regular Personnel,Tampa-2,No Blitz,None,None,Normal,OLB Kris Corona,,,None,None,False,2,0,10,,,,,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,75,NORMAL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7,1Q,11,15,1,2,11,SFO,NED,SFO24,run,13,0,113t Pro Run 22 Normal,113t,Pro,Normal,1or2-10-12,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,S Darnell Sheldon,DT Mike Walsh,,None,None,False,2,2,11,,,,,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,76,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,10,40,1,1,10,SFO,NED,SFO37,run,15,0,113t Strong Run 27 Normal,113t,Strong,Normal,1-10earn,43 Over,Nickel Personnel,Tampa-2,No Blitz,None,None,Normal,S Darnell Sheldon,,,None,None,False,2,7,12,,,,,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,1Q,10,10,1,1,10,SFO,NED,NED48,run,0,0,113t Weak Run 23 Normal,113t,Weak,Normal,1-10earn,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,DT Mike Walsh,,,None,None,False,2,3,13,,,,,0,2053,Exhibition Week 5,New England,MA,56,1 ,fair,48,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
