,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,CIN,TBY,CIN25,pass,-5,0,104 Strong Pass SXRZA 05184 Shotgun,104,Strong,Shotgun,1-10poss,43 Under,Dime Personnel,Press-2,Blitz 1,None,None,Normal,,,DB E.Stanton,None,None,False,,,1,05184,SXRZA,0,5,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,75,NORMAL,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,14,17,0,2,15,CIN,TBY,CIN20,pass,0,0,122 Strong Pass YXZAT 52S28 Shotgun,122,Strong,Shotgun,1or2-13+,43 Under,Regular Personnel,Press-2,Blitz 1,None,None,Normal,,,WLB B.Kato,None,None,False,,,2,52S28,YXZAT,5,2,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,1Q,14,8,0,3,15,CIN,TBY,CIN20,pass,0,0,104 Weak Pass XSRZ 3F88 Shotgun,104,Weak,Shotgun,3or4-13-16,43 Under,Dime Personnel,Tampa-2,Blitz 1,None,None,3long,CB Amos Newman,S Kelvin Knight,DB E.Stanton,None,None,False,,,3,3F88,XSRZ,3,F,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,80,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,1Q,13,24,1,1,10,TBY,CIN,TBY40,run,-2,0,113 Weak Run 27 Shotgun,113,Weak,Shotgun,1-10poss,43 Under,Nickel Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,DT Dakota Campos,,,None,None,False,2,7,5,,,,,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,60,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,1Q,12,50,1,2,12,TBY,CIN,TBY38,run,11,0,113 Weak Run 26 Pistol,113,Weak,Pistol,1or2-10-12,43 Under,Nickel Personnel,Man to Man,No Blitz,None,None,Normal,DT Cory Iadevaia,,,None,None,False,2,6,6,,,,,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,62,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1Q,12,5,1,3,1,TBY,CIN,TBY49,scramble,6,0,014 Pistol Pass XZYRS 248WW Normal,014,Pistol,Normal,3or4-1,43 Under,Dime Personnel,"Cover-1, Buzz",Blitz 1,None,None,3short,CB Victor Monroe,,MLB N.Gaylor,None,None,False,,,7,248WW,XZYRS,2,4,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,51,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,11,22,1,1,10,TBY,CIN,CIN45,pass,6,0,113t Strong Pass RYXZ FWW9 Normal,113t,Strong,Normal,1-10earn,43 Under,Nickel Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,ILB Jaylen Welch,,,None,None,False,,,8,FWW9,RYXZ,F,W,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,45,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,1Q,10,37,1,2,4,TBY,CIN,CIN39,pass,0,0,113t Weak Pass RXYZ 9383 Normal,113t,Weak,Normal,1or2-3-5,43 Under,Nickel Personnel,Man to Man,Blitz 2,None,None,Normal,,,"['MLB J.Welch', 'WLB N.Gaylor']",None,None,False,,,9,9383,RXYZ,9,3,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,39,NORMAL,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
8,1Q,10,24,1,3,4,TBY,CIN,CIN39,run,3,0,113t Weak Cntr. 22 Shotgun,113t,Weak,Shotgun,3or4-4-5,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,3long,S Donnell Covington,CB Six Flags Monroe,,None,None,False,2,2,10,,,,,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,39,NORMAL,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9,1Q,9,51,2,1,10,CIN,TBY,CIN25,run,2,0,131 Weak Run 25 Shotgun,131,Weak,Shotgun,1-10poss,43 Under,Regular Personnel,Cover-1,No Blitz,None,None,Normal,DE Irv Blair,,,None,None,False,2,5,13,,,,,0,2053,Exhibition Week 2,Cincinnati,OH,55,calm,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
