,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,CHI,NED,CHI25,run,7,0,113t Strong Run 25 Normal,113t,Strong,Normal,1-10poss,43 Over,Nickel Personnel,Press-1,No Blitz,None,Spy,Normal,S Darnell Sheldon,,,None,None,False,2,5,1,,,,,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,75,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1Q,14,40,0,2,3,CHI,NED,CHI32,run,4,0,104 Strong Run 27 Shotgun,104,Strong,Shotgun,1or2-3-5,43 Over,Dime Personnel,Press-2,No Blitz,None,None,Normal,CB Paul Ackerman,,,None,None,False,2,7,2,,,,,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,68,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1Q,14,2,0,1,10,CHI,NED,CHI36,run,7,0,113t Weak Run 25 Shotgun,113t,Weak,Shotgun,1-10earn,43 Over,Nickel Personnel,Cover-1,No Blitz,None,None,Normal,OLB Kris Corona,S Darnell Sheldon,,None,None,False,2,5,3,,,,,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,64,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,13,28,0,2,3,CHI,NED,CHI43,pass,9,4,113 Strong Pass YAXZR 10229 Normal,113,Strong,Normal,1or2-3-5,43 Over,Nickel Personnel,Cover-1,Blitz 1,None,None,Normal,S Larry Tuiasosopo,,RCB L.Fulcher,None,None,False,,,4,10229,YAXZR,1,0,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,57,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,1Q,13,3,0,1,10,CHI,NED,NED48,scramble,11,0,113t Pro Pass YZXR 2311 Normal,113t,Pro,Normal,1-10earn,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,OLB Kris Corona,,, T William Harding,Offensive Holding,False,,,5,2311,YZXR,2,3,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,48,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1Q,12,52,0,1,20,CHI,NED,CHI42,run,0,0,113t Weak Cntr. 22 Normal,113t,Weak,Normal,1or2-13+,43 Over,Nickel Personnel,Cover-1,No Blitz,None,None,Normal,DE Ashton Dugans,,,None,None,False,2,2,6,,,,,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,58,NORMAL,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6,1Q,12,25,0,2,20,CHI,NED,CHI42,pass,12,3,113t Strong Pass YXZAR 2F620 Shotgun,113t,Strong,Shotgun,1or2-13+,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,S Larry Tuiasosopo,CB Louis Fulcher,,None,None,False,,,7,2F620,YXZAR,2,F,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,58,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,1Q,11,43,0,3,8,CHI,NED,NED46,pass,0,0,113 Strong Pass ZXYR 43W6 Normal,113,Strong,Normal,3or4-8-9,43 Over,Nickel Personnel,Tampa-2,No Blitz,None,None,3long,,,,None,None,False,,,8,43W6,ZXYR,4,3,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,46,NORMAL,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8,1Q,11,20,2,1,10,NED,CHI,NED20,run,0,0,113t Weak Run 15 Shotgun,113t,Weak,Shotgun,1-10poss,43 Under,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,DT Charles Johnstone,,, WR Ashton Arias,an Illegal Formation,False,1,5,11,,,,,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,80,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,1Q,11,9,2,2,10,NED,CHI,NED20,pass,-3,0,122 Strong Pass ZXYAT 74422 Pistol,122,Strong,Pistol,1or2-10-12,43 Under,Regular Personnel,Cover-2,No Blitz,None,None,Normal,,,,None,None,False,,,12,74422,ZXYAT,7,4,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,80,NORMAL,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10,1Q,10,30,3,1,10,NED,CHI,NED23,pass,4,0,131 Strong Pass ZYU 122 Normal,131,Strong,Normal,1-10earn,43 Under,Regular Personnel,Cover-2,No Blitz,None,None,Normal,S Sammie Summers,,,None,None,False,,,15,122,ZYU,1,2,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,77,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,1Q,9,51,3,2,6,NED,CHI,NED27,run,5,0,023 Pistol Run 11 Normal,023,Pistol,Normal,1or2-6-9,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,Normal,DT Charles Johnstone,,,None,None,False,1,1,16,,,,,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,73,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,1Q,9,6,3,3,1,NED,CHI,NED32,run,-2,0,122 Weak Run 24 Shotgun,122,Weak,Shotgun,3or4-1,43 Under,Regular Personnel,Press-1,No Blitz,None,None,3short,DT Kelly Forbes,DE Starz Sanders,,None,None,False,2,4,17,,,,,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,68,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,1Q,8,12,4,1,10,CHI,NED,CHI21,pass,27,21,014 Shotgun Pass RSXYZ 2S2S5 Normal,014,Shotgun,Normal,1-10poss,43 Over,Dime Personnel,Press-2,No Blitz,None,None,Normal,ILB Zach Fisk,,,None,None,False,,,19,2S2S5,RSXYZ,2,S,0,2053,Exhibition Week 2,New England,MA,66,6 ,fair,79,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
