quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
1Q,14,27,0,1,10,IND,BAL,IND34,run,2,0,122 I Run 20 Normal,122,I,Normal,1-10poss,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,DE Kelvin Fulton,,,None,None,False,2,0,1,,,,,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,66,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,14,4,0,2,8,IND,BAL,IND36,pass,4,0,230 Weak Pass UBTYA F1231 Normal,230,Weak,Normal,1or2-6-9,True 34,Regular Personnel,"Press-1, Buzz",Blitz 1,None,None,Normal,S Marquis Rough,,WILB J.Sandilands,None,None,False,,,2,F1231,UBTYA,F,1,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,64,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,13,23,0,3,4,IND,BAL,IND40,pass,5,0,113 Weak Pass ZRXYA 22651 Shotgun,113,Weak,Shotgun,3or4-4-5,True 34,Nickel Personnel,Cover-4,Blitz 1,None,None,3long,CB Gage Thompson,,WLB W.McWilliams,None,None,False,,,3,22651,ZRXYA,2,2,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,60,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1Q,12,48,0,1,10,IND,BAL,IND45,pass,18,0,122 Pro Pass ZTXY 0854 Normal,122,Pro,Normal,1-10earn,True 34,Regular Personnel,"Cover-1, Buzz",Blitz 1,Double,None,Normal,CB Gage Thompson,,RCB W.Devries,None,None,False,,,4,0854,ZTXY,0,8,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,55,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1Q,12,18,0,1,10,IND,BAL,BAL37,run,26,0,122 Weak Run 20 Shotgun,122,Weak,Shotgun,1-10earn,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,S Burt Norton,,,None,None,False,2,0,5,,,,,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,37,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,11,45,0,1,10,IND,BAL,BAL11,pass,-4,0,122 Weak Pass AYXZT S5153 Pistol,122,Weak,Pistol,1-10earn,True 34,Regular Personnel,"Cover-1, Buzz",Blitz 1,Double,None,Normal,OLB Tony Castillo,,SILB K.Amberg, DT Nolan Dangelo,Illegal Use of the Hands by the Defense,False,,,6,S5153,AYXZT,S,5,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,11,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1Q,11,34,0,1,6,IND,BAL,BAL06,run,-1,0,221 Pro Run 23 Shotgun,221,Pro,Shotgun,1or2opp6,True 34,Regular Personnel,"Press-1, Buzz",No Blitz,None,None,Normal,OLB Javier Bullock,ILB Ken Amberg,,None,None,False,2,3,7,,,,,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,6,OPP6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1Q,11,5,0,2,7,IND,BAL,BAL07,run,3,0,203 Pro Run 36 Shotgun,203,Pro,Shotgun,1or2-6-9,True 34,Nickel Personnel,Man to Man,No Blitz,None,None,Normal,CB Gage Thompson,CB Wes Devries,,None,None,False,3,6,8,,,,,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,7,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1Q,10,40,0,3,4,IND,BAL,BAL04,pass,0,0,113 Weak Pass ARXZ S112 Shotgun,113,Weak,Shotgun,3or4-4-5,True 34,Nickel Personnel,Cover-3 Sky,Blitz 1,None,None,3long,,,WLB W.McWilliams,None,None,False,,,9,S112,ARXZ,S,1,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,4,OPP6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1Q,9,58,1,1,5,BAL,IND,BAL37,run,-4,0,113 Strong Run 24 Normal,113,Strong,Normal,1or2-3-5,43 Over,Nickel Personnel,Press-2,No Blitz,None,None,Normal,DT Thurman Lukacic,,,None,None,False,2,4,13,,,,,0,2059,Week 4,Indianapolis,IN,44,8 ,fair,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
