,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,15,0,0,1,10,HOU,ATL,HOU25,pass,12,12,113t Strong Pass RAXYZ S1524 Shotgun,113t,Strong,Shotgun,1-10poss,34 Eagle,Nickel Personnel,Cover-1,Blitz 2,None,None,Normal,CB Troy England,OLB Garrett Page,"['SILB F.Agbabian', 'WLB D.Thornton']",None,None,False,,,1,S1524,RAXYZ,S,1,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,75,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1Q,14,23,0,1,10,HOU,ATL,HOU37,pass,0,0,005 Empty Pass SXVZR 7265S Normal,005,Empty,Normal,1-10earn,34 Eagle,Dime Personnel,Cover-2,Blitz 2,None,None,Normal,,,"['WLB D.Thornton', 'RCB R.Johnstone']",None,None,False,,,2,7265S,SXVZR,7,2,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,63,NORMAL,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2,1Q,14,15,0,2,10,HOU,ATL,HOU37,scramble,2,0,113 Weak Pass YZXAR 080SD Pistol,113,Weak,Pistol,1or2-10-12,34 Eagle,Nickel Personnel,Cover-1,Blitz 2,None,None,Normal,CB Troy England,,"['WLB D.Thornton', 'LCB D.Banks']",None,None,False,,,3,080SD,YZXAR,0,8,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1Q,13,28,0,3,8,HOU,ATL,HOU39,pass,3,0,113 Strong Pass RZXA 92S1 Normal,113,Strong,Normal,3or4-8-9,34 Eagle,Nickel Personnel,Press-2,Blitz 2,None,None,3long,S Vincent Crenshaw,,"['SILB W.Baxter', 'WLB D.Thornton']",None,None,False,,,4,92S1,RZXA,9,2,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,61,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,1Q,12,39,1,1,10,ATL,HOU,ATL13,pass,8,3,122 I Pass ZYXT 1238 Normal,122,I,Normal,1-10poss,43 Under,Regular Personnel,Cover-2,No Blitz,None,None,Normal,S Junior Jarzyna,OLB Geoff Monroe,,None,None,False,,,6,1238,ZYXT,1,2,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,87,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1Q,12,3,1,2,2,ATL,HOU,ATL21,run,9,0,113 I Run 26 Normal,113,I,Normal,1or2-1-2,43 Under,Nickel Personnel,Tampa-2,No Blitz,None,None,Normal,DT Les Seaman,ILB Blaine Stone,,None,None,False,2,6,7,,,,,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,79,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1Q,11,25,1,1,10,ATL,HOU,ATL30,run,1,0,113 I Run 27 Normal,113,I,Normal,1-10earn,43 Under,Nickel Personnel,Tampa-2,No Blitz,None,None,Normal,DT Monty Rounds,,,None,None,False,2,7,8,,,,,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,70,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,1Q,10,56,1,2,9,ATL,HOU,ATL31,run,1,0,113 I Run 25 Normal,113,I,Normal,1or2-6-9,43 Under,Nickel Personnel,"Press-1, Buzz",No Blitz,None,Spy,Normal,DT Monty Rounds,,,None,None,False,2,5,9,,,,,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,69,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,1Q,10,30,1,3,8,ATL,HOU,ATL32,pass,0,0,113 I Pass YRXZ 4491 Normal,113,I,Normal,3or4-8-9,43 Under,Nickel Personnel,Cover-3 Sky,No Blitz,None,None,3long,,,,None,None,False,,,10,4491,YRXZ,4,4,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,68,NORMAL,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
9,1Q,10,5,2,1,15,HOU,ATL,HOU31,run,4,0,212 Weak Run 24 Normal,212,Weak,Normal,1or2-13+,34 Eagle,Regular Personnel,Press-2,No Blitz,None,None,Normal,DE Tanner Etaton,OLB Garrett Page,,None,None,False,2,4,13,,,,,0,2053,Exhibition Week 5,Houston,TX,82,13 ,rain,69,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
