,quarter,clockmin,clocksec,drive_id,down,distance,offteam,defteam,ballposition,play_type,yards_gained,yac,offense_playcall,offense_personnel,offense_formation,offense_qbdepth,offense_situation,defense_front,defense_personnel,defense_call,blitz_type,double_type,spy_type,defense_situation,tackle_player,assist_tackle_player,blitz_player,penalty_player,penalty_type,penalty_declined,ball_carrierid,rundir,play_id,routes,skill_players,prim_route,sec_route,game_id,game_year,game_week,game_city,game_state,game_temp,game_wind,game_weather,distance_to_endzone,FieldPosition,flag_2min,fumble_flag,sack_flag,int_flag,hurry_flag,drop_flag,defpass_flag,incomppass_flag,comppass_flag,playaction_flag,counterplay_flag,safety_flag,badpass_flag,deftd_flag,offtd_flag,tfl_flag
0,1Q,14,26,0,1,10,BAL,DAL,BAL25,pass,10,3,113 Strong Pass XAYZR 1SW65 Normal,113,Strong,Normal,1-10poss,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,CB Willie Schneider,CB Giovanni Rodriguez,,None,None,False,,,1,1SW65,XAYZR,1,S,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,75,NORMAL,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1,1Q,13,46,0,1,10,BAL,DAL,BAL35,pass,3,0,122 I Pass AZX F59 Normal,122,I,Normal,1-10earn,43 Over,Regular Personnel,Cover-1,No Blitz,None,None,Normal,S Vince Shaw,,,None,None,False,,,2,F59,AZX,F,5,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,65,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1Q,13,19,0,2,7,BAL,DAL,BAL38,pass,-3,0,113 Strong Pass XAZR S11F Shotgun,113,Strong,Shotgun,1or2-6-9,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,Normal,ILB The Machine LeGrande,,,None,None,False,,,3,S11F,XAZR,S,1,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,62,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3,1Q,12,50,0,3,10,BAL,DAL,BAL35,pass,0,0,113 I Pass XZYAR 77024 Normal,113,I,Normal,3or4-10-12,43 Over,Nickel Personnel,Cover-2,No Blitz,None,None,3long,,,,None,None,False,,,4,77024,XZYAR,7,7,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,65,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
4,1Q,12,32,1,1,10,DAL,BAL,DAL15,run,-1,0,113t I Run 26 Normal,113t,I,Normal,1-10poss,True 34,Nickel Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,OLB Miguel Sera,,,None,None,False,2,6,6,,,,,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,85,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1Q,11,58,1,2,11,DAL,BAL,DAL14,pass,0,0,113t Weak Pass ZYXAR 36F26 Shotgun,113t,Weak,Shotgun,1or2-10-12,True 34,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,,,SLB M.Sera,None,None,False,,,7,36F26,ZYXAR,3,6,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,86,NORMAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
6,1Q,11,50,1,3,11,DAL,BAL,DAL14,pass,12,6,122 Weak Pass XZYAT 20S10 Pistol,122,Weak,Pistol,3or4-10-12,True 34,Regular Personnel,Cover-3 Cloud,No Blitz,Double,None,3long,OLB Miguel Sera,,,None,None,False,,,8,20S10,XZYAT,2,0,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,86,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,1Q,11,17,1,1,10,DAL,BAL,DAL26,pass,9,2,113 Weak Pass ZRXA 113W Pistol,113,Weak,Pistol,1-10earn,True 34,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,ILB Brant Sargent,,WLB D.Cole,None,None,False,,,9,113W,ZRXA,1,1,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,74,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,1Q,10,30,1,2,1,DAL,BAL,DAL35,run,2,0,212 Weak Run 26 Normal,212,Weak,Normal,1or2-1-2,True 34,Regular Personnel,Press-2,No Blitz,None,None,Normal,OLB Miguel Sera,DE Alfredo Long,,None,None,False,2,6,10,,,,,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,65,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,1Q,9,46,1,1,10,DAL,BAL,DAL37,run,3,0,113 Pro Run 26 Normal,113,Pro,Normal,1-10earn,True 34,Nickel Personnel,Cover-3 Cloud,No Blitz,None,None,Normal,ILB Brant Sargent,CB Sammy Maxwell,,None,None,False,2,6,11,,,,,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,63,NORMAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,1Q,9,4,1,2,7,DAL,BAL,DAL40,pass,3,1,113t Weak Pass ZXYAR F01S1 Pistol,113t,Weak,Pistol,1or2-6-9,True 34,Nickel Personnel,Press-2,Blitz 1,None,None,Normal,ILB Brant Sargent,,WLB D.Cole,None,None,False,,,12,F01S1,ZXYAR,F,0,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,60,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,1Q,8,33,1,3,4,DAL,BAL,DAL43,pass,17,3,113 Pro Pass RZXY 5W8S Normal,113,Pro,Normal,3or4-4-5,True 34,Nickel Personnel,Cover-3 Cloud,No Blitz,None,None,3long,CB Johnny Becnel,,, DE Edgar Dawkins,Offsides,False,,,13,5W8S,RZXY,5,W,0,2053,Exhibition Week 3,Dallas,TX,99,6 ,rain,57,NORMAL,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
